tok	original_global_distance	global_distance_qst	global_times_distance_qst	local_distance_qst	local_times_distance_qst	year_1	year_2
-interacting	0.2564870691299438	0.5527652559238816	0.1417771404087797	0.7309444551727861	0.0047732014598343185	2009	2010
databases	0.1289312076568603	0.4968357901613589	0.06405763843265444	0.587027679975439	0.0004733865745277243	2009	2010
micronuclei	0.299788675904274	0.5346678830845683	0.16028737671846388	0.7025800451573108	0.008067576683146819	2009	2010
cured	0.2523329156637192	0.5776898560236394	0.1457701657197991	0.8082973220884084	0.011761199012145205	2009	2010
wide	0.1872255373001098	0.411377409320397	0.07702035649313853	0.46166551189849914	0.006002459896012923	2009	2010
contralateral	0.1959785789251327	0.5557076919402717	0.10890680376421986	0.6524377560676106	0.0014427391977975697	2009	2010
shared	0.178871893286705	0.5088138767036248	0.09101250145652544	0.6280687035315318	0.002139085290747102	2009	2010
oscillations	0.1767755204439163	0.5587538026843835	0.0987739942695492	0.7337081084796169	0.0014442121494491003	2009	2010
2.85	0.5493084999918938	0.6054651272990673	0.3325871408740517	0.7149178674451074	0.003895078668029289	2009	2010
proteomics	0.1709791749715805	0.5511708120971252	0.09423873072078248	0.7514571916353986	0.0022849567474534046	2009	2010
south	0.2683255964517593	0.5008626397814511	0.13439426655976053	0.610429530705389	0.0022476048316888374	2009	2010
her2	0.1797385704517364	0.5182174061200036	0.09314365575921636	0.6220999809015573	0.0018317250965565871	2009	2010
fit	0.1633938986063003	0.509800487978303	0.08329828924216925	0.7000893479061746	0.002425615826351762	2009	2010
kcal	0.1498415368795395	0.5375855011588716	0.08055263769780278	0.7727001554673304	0.003925510812989639	2009	2010
landmark	0.4259072250127792	0.5838517276353204	0.24866666913607632	0.8150232114651443	0.018099498538160525	2009	2010
acinar	0.3060989701747894	0.5967153685570725	0.18265395980278978	0.7679754836870988	0.004304843349113616	2009	2010
income	0.1742678380012512	0.46410605104800934	0.08087875811943492	0.5477934548191474	0.0010735343357802254	2009	2010
methemoglobinemia	0.7071236175298691	0.6301359709363206	0.44558402730418745	0.8632789312825851	0.07946833679930565	2009	2010
lysine	0.2179993611574173	0.5025539161097746	0.10955643265908915	0.6042726675787924	0.003970669707660336	2009	2010
synchronously	0.6670265340805054	0.5982014343989068	0.39901622946908966	0.8470333925891136	0.09987802050792798	2009	2010
erythroid	0.2660038840770721	0.5608643745828337	0.14919210207949163	0.680745114281049	0.0032182635642727664	2009	2010
amino	0.2807691407203674	0.39753852582723426	0.11161655029975415	0.4303366532949496	0.01910708180236768	2009	2010
endothelial	0.1501223272085189	0.46162661530363114	0.06930046179077279	0.5679912458409392	0.001088688459896556	2009	2010
linearly	0.2418307143449783	0.5486830553774875	0.1326884152309231	0.6941488630917695	0.004337667034864806	2009	2010
accepting	0.5830510497093201	0.5915026409531287	0.34487623571355674	0.7772001922244893	0.031578737718817855	2009	2010
furosemide	0.5809362405538558	0.6309881755582744	0.3665638985427603	0.88056611646748	0.036850620234497936	2009	2010
interlaboratory	0.597796887755394	0.5950240647728755	0.3557035340607889	0.948264660282602	0.17704789761858838	2009	2010
fibroblast	0.2017636746168136	0.5272521636696895	0.10638033399166219	0.6554051027015947	0.001506233341244255	2009	2010
schools	0.1523106402158737	0.5368267322384778	0.08176442327223796	0.6603865948024885	0.0013908904090537291	2009	2010
longest	0.3067085701227188	0.5552102187157768	0.17028773229983787	0.7457159600319875	0.013474650778415021	2009	2010
intragenic	0.4930837327241897	0.5931028966900233	0.2924493901894461	0.8683380269724162	0.024683937178465315	2009	2010
paper	0.0924365150928497	0.46362779436852175	0.04285613761161048	0.5433658504981576	0.0005024976342037958	2009	2010
us	0.2770916146039963	0.474317034077809	0.13142927280679884	0.5813642684016427	0.0058602038977580255	2009	2010
thai	0.3571460664272308	0.5787734376463392	0.20670665660795617	0.7984850124145179	0.005749907593040762	2009	2010
progressively	0.2533898365497589	0.5728180468540158	0.1451462712650912	0.7122026436173988	0.004015306225292318	2009	2010
kinetic	0.1466667556762695	0.5337484051637281	0.07828314693274702	0.664514864738284	0.0009443515145864016	2009	2010
generated	0.1210724920034408	0.4702327379166747	0.05693224940117267	0.5303678986674817	0.00046508022013184704	2009	2010
announced	0.521380645930767	0.5800266314931796	0.30241465978496096	0.7513855139448666	0.014069126327067583	2009	2010
1996	0.1545285212993621	0.5322276264015733	0.08224434810250444	0.5803366606034447	0.0003459650257164091	2009	2010
1000	0.2696600151062012	0.5300204967211759	0.14292533515242856	0.6006733291495501	0.002023437133833681	2009	2010
dealing	0.1849003130197525	0.5699867840929188	0.10539073479590276	0.7401991454265788	0.0032513807213334963	2009	2010
hemodialysis	0.1978018230199814	0.5492642624094985	0.10864547242432425	0.6925261237635041	0.003526218616277575	2009	2010
vasculogenic	0.5447472020983696	0.5762243433896961	0.3138965988425071	0.8075079040565779	0.050233524232768174	2009	2010
enlargement	0.2845347106456756	0.5847787727174042	0.1663898588868799	0.7290659466664132	0.0034781960047386763	2009	2010
dichroism	0.243739303946495	0.4840114227787309	0.11797260729024059	0.5803506039967646	0.0026049329499724418	2009	2010
ulcer	0.2680670320987701	0.5632828434844513	0.1509975600850329	0.7204216787430964	0.0047510783641790495	2009	2010
cd36	0.3670787650346756	0.6101836020297322	0.22398544307748408	0.847237423186865	0.011824472878901916	2009	2010
sarcoma	0.2660692691802978	0.5800696881538355	0.15433871800073426	0.786570916660418	0.003358043534401698	2009	2010
electrostatic	0.1498171871900558	0.511500030599936	0.07663149583210987	0.6286650572627276	0.001055288227505232	2009	2010
appreciably	0.7348555935919285	0.5748080286861417	0.4224008951215609	0.842958913315709	0.28592911967015505	2009	2010
arthritis	0.2084744465351104	0.5774206251867722	0.12037744525376977	0.7258289737863773	0.0031478404052216304	2009	2010
440	0.4134333771467209	0.5632320080460458	0.2328589112036058	0.6857517236403062	0.002536918857895684	2009	2010
carbamazepine	0.3073378056287765	0.5822134738804751	0.1789362114699322	0.7446473674401458	0.003460400161946884	2009	2010
special	0.2588073873519897	0.5091713588349658	0.13177730909453994	0.6134098141059133	0.006151014315869725	2009	2010
cold	0.2523175948858261	0.5848774160217135	0.1475748629136355	0.8441631235333127	0.011777040473985128	2009	2010
homo	0.4457306379079819	0.6242856384993609	0.2782632358851119	0.7775271981083608	0.007582848410754202	2009	2010
alternative	0.177490530014038	0.4613794239631126	0.0818904784967844	0.562084632768095	0.0012368741424267791	2009	2010
-enriched	0.4329512590169906	0.5676709261408822	0.24577384218003603	0.7653477961263663	0.01910036390430687	2009	2010
toxicologic	0.737739904075861	0.6043142677389683	0.4458267499134207	0.9196642268450436	0.3026979106407917	2009	2010
intestinal	0.2018513578176498	0.5099658448057418	0.10293729821466385	0.667326086542566	0.0022115690138821953	2009	2010
cause	0.1299006009101867	0.4683196706702643	0.060835006638128075	0.5047695833460629	0.0004082876563986734	2009	2010
lagging	0.4490945422649383	0.5526757671347414	0.2482036706623003	0.7784898320931319	0.016310860049046402	2009	2010
representation	0.1895581537485122	0.5607726631396528	0.10629903069738894	0.6958149477586837	0.0014873389072694895	2009	2010
compact	0.2370057594776153	0.5581031162882464	0.13227365294271967	0.6432820603877064	0.0016897840142408602	2009	2010
-producing	0.2384247374534606	0.5246651014060768	0.12509313905373715	0.6000901349513306	0.0032652817032295797	2009	2010
sh3	0.4124525874853134	0.5642700536930638	0.23273464368618088	0.7991671899159519	0.019412133698430877	2009	2010
repository	0.1957048684358596	0.5520841818716664	0.10804556217871367	0.6268850251888713	0.0010612761169184381	2009	2010
6.6	0.27703065097332	0.5478015560251396	0.15175782166984206	0.7159163889376721	0.001441315678213463	2009	2010
connecticut	0.5201792848110199	0.6008351922626969	0.31254202060050135	0.8156738902332888	0.011034046079819664	2009	2010
dpd	0.6444228920340538	0.6177027342151498	0.3980617824002693	0.8568604315204945	0.043225384172728754	2009	2010
miniature	0.3354487186670303	0.5453305320186715	0.18293042821567332	0.7022564245326818	0.007529263965397498	2009	2010
p=0.01	0.1642797869443893	0.5668709128733326	0.09312543279180255	0.6545510098193321	0.0005307288130835194	2009	2010
coating	0.1869571006298065	0.5609166045914625	0.10486734208953544	0.7291647351516222	0.0009627810321574392	2009	2010
amount	0.1382650953531265	0.5049125094895153	0.06981177626955422	0.5588901216266693	0.0008785824816096595	2009	2010
3.6	0.2654167902469635	0.5694300805882048	0.15113630425979108	0.6916390731185731	0.0014523969699969282	2009	2010
offspring	0.17233363032341	0.5279751978092346	0.09098788255918591	0.6770895860397653	0.001594274219392273	2009	2010
dep	0.5876447719335556	0.624695212657122	0.3670988757698785	0.9085203824444145	0.12734569657702433	2009	2010
illustrate	0.1218731415271758	0.508538032418811	0.06197712759692927	0.5809250130104615	0.0003752231426678497	2009	2010
h._pylori	0.2490196192264556	0.5603460284560929	0.13953715464119293	0.7301078498842879	0.004801635608523324	2009	2010
75.0	0.3230801719427109	0.5976649926446307	0.1930937085877663	0.7756287518688703	0.0021202916884644563	2009	2010
sensitize	0.146234136223793	0.5701435533518467	0.08337445004797135	0.6763597774001375	0.0007537772824241131	2009	2010
optimized	0.1859758001565933	0.5551440049727835	0.10324335052694922	0.699919298892564	0.002042090578868743	2009	2010
etiological	0.2159823203086853	0.5128389642402069	0.11076414944130278	0.688755507483922	0.005536556187046859	2009	2010
conversion	0.2031177902221679	0.5719103205597306	0.11616516051734414	0.7356084299446219	0.002166973601279268	2009	2010
gist	0.3494546657800674	0.6057090412521978	0.21166785057075185	0.796366285281763	0.006059660403153181	2009	2010
pyramidal	0.2286683398485183	0.5332918276701784	0.12194695688812181	0.7647441427189606	0.004426846146114384	2009	2010
seattle	0.3127517139911651	0.5412453605448476	0.1692754142001672	0.6304106786852678	0.00155626917323841	2009	2010
motility	0.1898799902200698	0.5341095071667739	0.10141670799727331	0.6871079612024813	0.002079115970554432	2009	2010
comprehensively	0.3577662354707718	0.547623464446794	0.19592118533059152	0.7010681813486951	0.014794451314070393	2009	2010
terminally	0.2494793081283569	0.49111610527409144	0.12252330615447361	0.5012350714031338	0.004002895039064893	2009	2010
murray	0.7417320716381073	0.618487840010149	0.45875226685370607	0.8799883866112324	0.13020626341819905	2009	2010
indirectly	0.2198551535606384	0.5000737253246572	0.10994378567289302	0.5788992771334157	0.003895303631667895	2009	2010
287	0.476909157037735	0.5532676907189683	0.26385842799699744	0.689454983169843	0.0032799265339863355	2009	2010
paediatric	0.3028865087032318	0.5921704811340404	0.17936044958780248	0.7867799905826068	0.006682404983977552	2009	2010
accessibility	0.283560985326767	0.5649842657656561	0.16020749509462942	0.7287526341281827	0.006795379009894067	2009	2010
-infiltrating	0.2764416742324829	0.5074783287350133	0.1402881588322094	0.5806730125801388	0.005490464516884797	2009	2010
risky	0.2636425787210464	0.5495708197912835	0.14489026811961347	0.6684642474485727	0.0031041180237417246	2009	2010
108	0.3408550399541855	0.5456601308398025	0.18599100569880694	0.6303095660583596	0.002085107980856344	2009	2010
raters	0.2860470885038376	0.5809954225793489	0.16619204906287954	0.8177400065779632	0.008259985040399	2009	2010
toxicants	0.2869421952962875	0.512061157282687	0.14693195259665176	0.6309748609000118	0.00258585791757694	2009	2010
adnexal	0.3448424583673477	0.5455992515204554	0.18814578717769873	0.7167433228730424	0.007298481886935224	2009	2010
solid	0.2259985798597336	0.4828139286315201	0.10911526220722231	0.6297842417353654	0.0034445665120333333	2009	2010
rewards	0.2068815994262695	0.5213521435530322	0.10785816532256536	0.632319490691473	0.001984250077179418	2009	2010
afternoon	0.3144163137674332	0.5923203052307713	0.18623516694025996	0.7659257717840638	0.007541398794794682	2009	2010
vacuoles	0.2474737936258316	0.6074038721737097	0.15031654050984763	0.8762303902520409	0.008120651108812493	2009	2010
epileptic	0.2276181757450103	0.5374279508117202	0.12232836975814289	0.5811244215124046	0.00374728774755944	2009	2010
armadillo	0.725122540295124	0.6211198784483623	0.4503880240882751	0.9230442183563038	0.15389770710531456	2009	2010
separation	0.1818172985315322	0.5335324728092354	0.09700543288502335	0.6568610056958214	0.0018876087234358382	2009	2010
lot	0.5023174241185189	0.5835782107269109	0.29314150358403607	0.7443302788148137	0.027639507648176836	2009	2010
occurrences	0.5237444803118706	0.6101664676244748	0.31957131948971035	0.8339502274722188	0.04503400649575031	2009	2010
escherichia_coli	0.1324227929115295	0.5342708427320907	0.07074963716577999	0.677889254231922	0.0007017342280373487	2009	2010
spores	0.2364011621475219	0.5917106989224193	0.13988109688038236	0.7924673291220525	0.0036299760551557433	2009	2010
formulas	0.4211484730243683	0.5919390781548622	0.24929423888837243	0.8263352231910576	0.01968083618295115	2009	2010
chemoattractants	0.4876039919257164	0.5829779216649444	0.2842623618083845	0.8198473431944793	0.015328615038603754	2009	2010
senses	0.4025370472669601	0.571973039959403	0.23024033862156504	0.7027301092364385	0.011456743322335835	2009	2010
7.5	0.2905882239341736	0.5569988487657391	0.1618573061962155	0.7321076383808183	0.0017081945444667385	2009	2010
cabg	0.2784336984157562	0.588811038666771	0.16394483516401187	0.7949877618984119	0.00604257409489304	2009	2010
fatty_acid	0.1977783691883087	0.5540111701088587	0.10957142573623675	0.6426621744722159	0.0012549793020248906	2009	2010
doctor	0.2207838326692581	0.6160376281332712	0.1360111486077428	0.760586976107786	0.0019563045248113206	2009	2010
sublethal	0.3792978090047836	0.5808915437003779	0.22033088979495985	0.7446226531886359	0.012002179104867039	2009	2010
sd	0.2615671575069427	0.4997014410750883	0.13070548554413386	0.6968891053701806	0.0043313789852679006	2009	2010
transform	0.2322634863853454	0.5329385720321317	0.12378217076941045	0.7290495125310397	0.004582787429061657	2009	2010
adjusted	0.1365873682498931	0.4943052491294592	0.0675158530907006	0.7032042149566982	0.0007427638781914238	2009	2010
1.69	0.2891064131259918	0.5617413613368476	0.1624030300806077	0.6915242780540829	0.0012622247409389755	2009	2010
microbiology	0.3361399149894714	0.5597255255926287	0.1881460905901434	0.7462267619361352	0.009964642820269612	2009	2010
pharmacologic	0.2341673851013183	0.5501028075676329	0.12881613598500627	0.6468310969156656	0.002916005583147577	2009	2010
beliefs	0.1897268962860107	0.5472618829808211	0.10383029851358917	0.6559242368922967	0.0012718295957578245	2009	2010
metal	0.1978696125745773	0.49830697369286	0.09859980782781629	0.5889209697072393	0.001445453983329434	2009	2010
distinguished	0.1373646438121795	0.568119866905134	0.07803958316004657	0.7239543819021813	0.0012346471574871353	2009	2010
reluctant	0.3319863837957382	0.5652102763569525	0.18764211573193448	0.7672917953745743	0.010266184483224259	2009	2010
categorical	0.2805317938327789	0.5325303508349327	0.14939169459012275	0.6768857750903585	0.004099294082405182	2009	2010
describes	0.128058259487152	0.5080259747613013	0.06505692210219605	0.5739747433433048	0.0005274344993776946	2009	2010
posing	0.5841842448711395	0.5804790417178946	0.33910671064949094	0.8102379475267145	0.054146093747516943	2009	2010
inevitably	0.5416911301016808	0.5611121935160017	0.303949498219516	0.695349848531481	0.03002032092490623	2009	2010
firstly	0.5802446153759956	0.6130907855888152	0.35574262707454907	0.8716619318700903	0.11711343847789826	2009	2010
spin	0.1829724788665771	0.5014461012417123	0.09175083616217669	0.6704120034736302	0.00241634322194144	2009	2010
sodium	0.2448673272132873	0.5300601550183797	0.12979441342161135	0.6195907697264836	0.002715175621435185	2009	2010
organs	0.1377481538057327	0.5114998492165141	0.07045815990148546	0.6249231282652401	0.0010355595707712544	2009	2010
30	0.1886635553836822	0.4783309191974416	0.09024361186573414	0.5046631497353915	0.0006846605843725226	2009	2010
housed	0.2359617131948471	0.5950586579096183	0.14041106037178	0.789110251781288	0.0062105577868198855	2009	2010
service	0.1826694232225418	0.5369297486979498	0.09808064750567881	0.6560108236088796	0.0008600735853036013	2009	2010
proliferating	0.2246189641952514	0.5644361219534577	0.12678305706757026	0.7027006287209279	0.002148267262844965	2009	2010
-susceptible	0.3567323750257492	0.5532194863668171	0.19735130128215975	0.7503472612108752	0.007752872987647055	2009	2010
mesentery	0.3358800441026687	0.5981779180982866	0.20091602551209503	0.7736891794731275	0.0039359944524665685	2009	2010
around	0.2341152685880661	0.5346196657379895	0.12516262663671154	0.6465538671249025	0.0025442551753090637	2009	2010
packing	0.2038920223712921	0.4784582966692494	0.0975538297282169	0.5195991239247972	0.002087307210178773	2009	2010
il-4	0.2344946539402008	0.5498595737899051	0.1289391304715701	0.6182489408986678	0.0013052719121191742	2009	2010
recycling	0.202420989871025	0.5435199793140036	0.11001985222741965	0.641324998595798	0.0013704530136678782	2009	2010
reductions	0.1323861700296401	0.5531931449316069	0.07323512174414704	0.5381281742151045	0.0005458657399695946	2009	2010
chlamydia_trachomatis	0.3238494950532913	0.5572558334665878	0.18046702028365544	0.692697567111974	0.003413250257897386	2009	2010
extracts	0.1383961731195449	0.5612738574609881	0.07767815394464568	0.7707406116128083	0.0015630842848496616	2009	2010
subunits	0.1508656680583953	0.4708795137705493	0.07103955242000627	0.5540408765256524	0.002083402332354708	2009	2010
26.7	0.3291642993688583	0.5844907198077656	0.19239347827312284	0.7383663005868345	0.001771968726571131	2009	2010
occupation	0.2953788590431213	0.5544966774225896	0.16378659592028616	0.7278853862587783	0.005092290364744863	2009	2010
adhesion	0.1852079480886459	0.48160246533939877	0.08919660439994326	0.6052374526139318	0.0017457288048062854	2009	2010
municipalities	0.3324936777353287	0.5715590732566879	0.1900397783101123	0.6967688771584684	0.0019422839617395844	2009	2010
advancing	0.2850293326377868	0.5386819151468655	0.15354014677835595	0.6209662460428643	0.00969416689343073	2009	2010
separately	0.2382218092679977	0.52346029009836	0.12469965738718226	0.6073428962110601	0.0035738956051987866	2009	2010
universally	0.3927974462509155	0.5672010644566652	0.222795129629379	0.7881860669066731	0.026372585655073822	2009	2010
fixation	0.26321897149086	0.567200401741951	0.14929790637571894	0.6582864086142071	0.0017635005695969578	2009	2010
returned	0.1669146013259887	0.5428026304209824	0.09060168465541626	0.8127566268695394	0.004740469766642899	2009	2010
consistency	0.2224017566442489	0.5416051064595351	0.12045392708409604	0.618517586088506	0.001604873023773932	2009	2010
checking	0.4030546200275421	0.5602558001681754	0.2258136886550105	0.7840095273310721	0.023603062084852203	2009	2010
constant	0.1921950751543045	0.48595875279687745	0.09339887901568794	0.5771883816047417	0.0017341984275414573	2009	2010
theory	0.1694978302717208	0.4749324154198869	0.08050001393937839	0.5939636589062189	0.0010773187383830943	2009	2010
metalloproteinase	0.2680347400903702	0.49429333534317205	0.1324877856671093	0.5901975629447012	0.007206889264089858	2009	2010
unbound	0.3521472901105881	0.5444547897729474	0.19172827880627336	0.7518700582828525	0.010309618227683942	2009	2010
lifetime	0.2128576165437698	0.5402904259326913	0.11500493230545086	0.6782305851168484	0.003570374576353488	2009	2010
took	0.2507117336988449	0.5121798015451681	0.12840948601091942	0.5834677215367413	0.005138605742327914	2009	2010
confront	0.5389737331867218	0.5784763335283704	0.311783549041953	0.7585740310000171	0.0199855034290678	2009	2010
replicated	0.1570487910509109	0.5514403839267432	0.08660304563234518	0.7742927733267112	0.0038926723019933607	2009	2010
posterior	0.2272285568714142	0.515299596860567	0.11709078375104816	0.6591346092226851	0.002074322593994138	2009	2010
tomographic	0.2616431891918182	0.4910370540024976	0.12847650082056855	0.5608057748831561	0.00311752820261594	2009	2010
intended	0.2110267132520675	0.5511330415267289	0.11630379431800084	0.567923134775187	0.001182844392793417	2009	2010
glycoproteins	0.2006988513469696	0.5501824376437972	0.11042098326638582	0.7085081431137614	0.0025401199651435076	2009	2010
occurrence	0.1933823561668396	0.553877657302623	0.10711016639735056	0.6466157676736587	0.003397684889941819	2009	2010
licensed	0.2259195733070373	0.5407353719709321	0.12216270450769508	0.7362274886144353	0.005255693048960356	2009	2010
occult	0.2338912230730056	0.5262759258662922	0.12309131997474553	0.6607141253175128	0.005449266569021932	2009	2010
glycosylated	0.2987319654226303	0.5558240231587432	0.16604240286732494	0.6907191072346143	0.006022106267197368	2009	2010
rabies_virus	0.4413765168190002	0.5997402416583187	0.26471125885933416	0.8057686351812333	0.008875649374879198	2009	2010
centres	0.1918157750368118	0.5849348292726966	0.11219972762296748	0.7148790358396104	0.0011496391168199175	2009	2010
jurisdictions	0.4454688566923142	0.5869496706983923	0.26146779874194315	0.6898220946825622	0.004386807450486384	2009	2010
0.03	0.3664738094806671	0.5662917128058159	0.20753108126927924	0.6411275696201132	0.0023025415967455726	2009	2010
transmission	0.1468395936489105	0.5047990278619336	0.07412448412561139	0.5848876122286141	0.0006404431668953889	2009	2010
book	0.3875733405351639	0.5992406063659167	0.23224968359355552	0.7921852759984946	0.006386728706323807	2009	2010
'	0.1610136044025421	0.4346011041535465	0.06997669025708714	0.5769092565024064	0.007254674091425352	2009	2010
enhancers	0.3122538930177688	0.5824933807376198	0.1818858257924032	0.7238057918228056	0.006030282898859245	2009	2010
abnormalities	0.1337748408317565	0.5542145079299858	0.07413995758498411	0.6898253076558267	0.0008420690305840394	2009	2010
chloride	0.2202877724170684	0.5541460061340288	0.12207158928508031	0.6041060734467387	0.0014420017521213151	2009	2010
r5	0.3223871612548828	0.5718604832703431	0.18436047783537132	0.7020190040004436	0.006661990888106008	2009	2010
obstacle	0.2403276628255844	0.5727071508651677	0.1376373710509251	0.7349498882718735	0.005258143259473071	2009	2010
socioeconomic	0.1841478586196899	0.4975705606306239	0.09162655325232798	0.5821048007190998	0.0013237212644916512	2009	2010
peroxisome	0.3195170396566391	0.5252726287950723	0.16783355536526218	0.6721840928084878	0.012233463573530454	2009	2010
reticular	0.3156425559520721	0.5418073974146295	0.17101747175369372	0.6985667010330266	0.005109905700735109	2009	2010
20.0	0.2912101829051971	0.5366597184409994	0.156280774765055	0.7118565316191393	0.0012543996345610858	2009	2010
refinements	0.6370407530665397	0.57551435448114	0.3666260977792689	0.8531397160249816	0.08082466247449327	2009	2010
thinking	0.2946892070770264	0.5929204437815407	0.17472725543774084	0.813430879873001	0.006100854749064358	2009	2010
marker	0.1225018697977065	0.5357045821922252	0.06562481297774672	0.663582414676489	0.001275491659203864	2009	2010
throughout	0.1468851369619369	0.483325543641823	0.07099333867503178	0.5739182598902167	0.0022933125373412726	2009	2010
uptake	0.1707783979177475	0.4965301605376013	0.08479662533445352	0.66272806177748	0.0022771962629648014	2009	2010
h1n1	0.2392041844129562	0.5549738892550018	0.13275207654972898	0.7282615753832539	0.0072239662101687314	2009	2010
reactive_protein	0.1360711616277694	0.450995148469799	0.06136743374077387	0.5034467940795191	0.0025572007155415686	2009	2010
fears	0.4226580369472503	0.6122073034004306	0.2587543370599957	0.7154531331656422	0.0039594160047379204	2009	2010
caga	0.3352877497673034	0.5955000557686322	0.19966387368496838	0.7933626240869361	0.014283411429200551	2009	2010
attenuate	0.120171798467636	0.5579102344262205	0.06704507625449932	0.6312720132917171	0.00026348240442481145	2009	2010
polyamine	0.3282432872056961	0.5690271632992323	0.18677934659067247	0.7374048915623418	0.006622873449601811	2009	2010
vials	0.5643127715587616	0.595406641740804	0.33599557220524773	0.8448469732984975	0.02737356874760918	2009	2010
sequential	0.3122938787937164	0.5920261010514049	0.18488612744446392	0.8282396604484764	0.012795213857663974	2009	2010
breakdown	0.3233177262544632	0.5707308286554219	0.18452739382419664	0.7784361944700239	0.007977899004387133	2009	2010
latently	0.3276405853033066	0.5068966805528181	0.16607992510462855	0.6352070839778795	0.008666885659460565	2009	2010
accelerator	0.2622059661149978	0.52640848049665	0.1380274441997521	0.6954597279850228	0.005667588043564629	2009	2010
sheets	0.2114864832162857	0.5186038138205383	0.10967769676745903	0.5955393454814407	0.0018456356268638872	2009	2010
aimed	0.0800509202480315	0.4835209715011425	0.038706298727888666	0.7877131915037683	0.001497013753504843	2009	2010
dorsolateral	0.3525031673908234	0.5767786499014173	0.2033163009736524	0.6289771922660596	0.0021746719847198495	2009	2010
rings	0.1340966886281966	0.4831757428107983	0.06479226713639721	0.5916064867848563	0.0015813687808485359	2009	2010
someone	0.2361889308691024	0.5832496165865606	0.13775710337139363	0.7773650186878247	0.004257561854772181	2009	2010
delineation	0.4027803605794907	0.6123887022140149	0.24665814229256725	0.8289613638972896	0.021281272075284293	2009	2010
il)-1	0.4440735426545143	0.48780293437348443	0.21662037718450078	0.4920385791100964	0.0035767374398769465	2009	2010
pas	0.6234347778558731	0.6207888642229569	0.3870213676622389	0.9057206247802766	0.12127243552628188	2009	2010
tasks	0.1238506656885146	0.5239555056279164	0.0648922381631797	0.5506203737590116	0.00038268722743747986	2009	2010
bedside	0.2504107159376144	0.5825342716541373	0.14587282402310925	0.8295338174112177	0.010631467567829156	2009	2010
cohorts	0.1414252841472625	0.5221943494665892	0.07385148425340726	0.6940400812831601	0.0020152381786882104	2009	2010
reactivated	0.452222001850605	0.5845170158108071	0.26433145500570493	0.6982930289873904	0.012260560388739317	2009	2010
turnover	0.2321850126981735	0.5317413897819023	0.1234623813386554	0.6623169017604628	0.0031786581876473365	2009	2010
m3	0.2453129935264587	0.5679513757585701	0.13932585216480542	0.8169778206909231	0.007847873027136238	2009	2010
affective	0.1653841745853423	0.5279692706978555	0.08731776204078998	0.6994220649077818	0.0010455143424428811	2009	2010
plasminogen	0.2966016924381256	0.543962222819718	0.16134011591073313	0.6916520656956459	0.005755257684993472	2009	2010
pm	0.3533399337530136	0.5649128535489653	0.19960627024921726	0.7282366771349943	0.009445774385383352	2009	2010
p<0.005	0.3659973460435867	0.5711030849922392	0.20902221342446445	0.6493313473798072	0.0011817957035215416	2009	2010
nosocomial	0.333842533826828	0.5963161637176423	0.19907569905739128	0.7538994959020077	0.00536470032447351	2009	2010
blot	0.2076063400506973	0.4447895712859705	0.09234113498739907	0.4599688326204385	0.002612081309152229	2009	2010
adequate	0.1560576957464217	0.5471366145052545	0.08538487931818822	0.5764308238097758	0.0008919988094324577	2009	2010
hamilton	0.4458994793891906	0.5574106868007708	0.24854913505043488	0.7655635401362492	0.015465008511389749	2009	2010
activator	0.1611652070283889	0.503333932869376	0.08111991749530618	0.6101747106973345	0.0013332347629758747	2009	2010
pursue	0.294790580868721	0.5527802510623313	0.1629544113034221	0.6984225316826279	0.0033721863489633093	2009	2010
chorioamnionitis	0.3513840073347091	0.5684526881416373	0.1997451835393962	0.8204659319546128	0.021639827980359985	2009	2010
blotting	0.2058025878667831	0.44394928841411235	0.0913659124372412	0.4803042406775745	0.003668143073359729	2009	2010
purified	0.1363377517461776	0.5031516402412792	0.06859856341789759	0.683121650637994	0.0013325281374119281	2009	2010
ascertained	0.1490793633460998	0.5357921073536694	0.0798755462501502	0.6735264230257204	0.0011677048281127883	2009	2010
metastatic	0.1567943710088729	0.5026573493745503	0.07881384292816988	0.6580883508667571	0.0009023570736466456	2009	2010
discontinuous	0.6045808371901512	0.5851623747743198	0.3537779584332353	0.8010132775661458	0.03696415314291332	2009	2010
sectional	0.2045365965366363	0.407963073035007	0.08344337847120752	0.45287642832838804	0.01244045600537854	2009	2010
ecd	0.6056035935878754	0.6592645144635121	0.39925295908406877	0.9394207900455943	0.15246002983942503	2009	2010
rectification	0.4932462814450264	0.5907892322271974	0.2914045919138273	0.8132496712958605	0.014230426192839594	2009	2010
repairs	0.3317309248447418	0.5653186433720823	0.1875336763977956	0.7238240448912148	0.005069580738054048	2009	2010
available	0.137439762353897	0.4446907638233306	0.06111819290085149	0.4828030769691826	0.0005493164669762758	2009	2010
reorganization	0.2514771592617035	0.5422659765968649	0.13636750735885297	0.7477369075723846	0.0056131972092390535	2009	2010
antimicrobial	0.1502416348457336	0.5243924310142163	0.07878557613630444	0.6591777694464706	0.000925681596023565	2009	2010
1977	0.2978088849782944	0.5458915963840145	0.16257136763814448	0.5244641896310599	0.00032704736899846467	2009	2010
conditionally	0.2870102214813232	0.556369808145422	0.1596838218613389	0.6265818133247661	0.00255360714801274	2009	2010
tumor_necrosis_factor	0.2138962483406067	0.47209747124448803	0.10097987795028344	0.5144710401355981	0.002942685252201092	2009	2010
