tok	changepoint_idx	start_idx	end_idx	value
gene_313678	2016-2017	2015-2016	2016-2017	20.781962587230822
gene_171911	2010-2011	2009-2010	2010-2011	20.779714616094743
physicalobject	2019-2020	2018-2019	2019-2020	20.779121745609416
rhbnp	2019-2020	2018-2019	2019-2020	20.777805325723403
chemical_mesh_c560379	2020-2021	2017-2018	2020-2021	20.77527763906108
loni	2008-2009	2007-2008	2008-2009	20.77416641075649
gene_855332	2016-2017	2015-2016	2016-2017	20.7642419248954
lincin	2020-2021	2017-2018	2020-2021	20.763318230466663
gene_10023	2019-2020	2017-2018	2019-2020	20.762032423729007
0.0265	2010-2011	2009-2010	2010-2011	20.759174929565816
rwp	2007-2008	2006-2007	2007-2008	20.758525804179943
gene_64089	2018-2019	2017-2018	2018-2019	20.75731295559311
gene_403696	2010-2011	2009-2010	2010-2011	20.756886824916982
csan	2015-2016	2013-2014	2015-2016	20.755017776959274
gene_174137	2008-2009	2001-2002	2008-2009	20.75471177533946
sorc	2019-2020	2017-2018	2019-2020	20.752431714014367
s66	2010-2011	2008-2009	2010-2011	20.752378988387196
paad	2010-2011	2003-2004	2010-2011	20.751164437308073
text4baby	2013-2014	2012-2013	2013-2014	20.749399607964804
ribm	2014-2015	2013-2014	2014-2015	20.74893182294239
sifoxm1	2017-2018	2014-2015	2017-2018	20.747045544459706
gene_253714	2020-2021	2019-2020	2020-2021	20.74647888010883
orval	2020-2021	2019-2020	2020-2021	20.743585343357243
gene_54206	2004-2005	2000-2001	2004-2005	20.74308606228187
gene_67895	2015-2016	2014-2015	2015-2016	20.74259065391214
ihren	2019-2020	2018-2019	2019-2020	20.741214677016053
qihc	2019-2020	2017-2018	2019-2020	20.740607248397176
ephyra	2014-2015	2013-2014	2014-2015	20.737261560711197
tlingit	2011-2012	2010-2011	2011-2012	20.737074290307856
ibm1	2019-2020	2018-2019	2019-2020	20.733800822108773
0.0388	2010-2011	2009-2010	2010-2011	20.731945215106336
gene_4033	2020-2021	2018-2019	2020-2021	20.72992163106946
c123	2010-2011	2009-2010	2010-2011	20.729858634536022
species_9634	2010-2011	2008-2009	2010-2011	20.727395922511743
minibody	2007-2008	2005-2006	2007-2008	20.7260306891325
gene_854291	2019-2020	2018-2019	2019-2020	20.72584033573993
d2.or	2018-2019	2017-2018	2018-2019	20.72569726759444
alphafr	2018-2019	2017-2018	2018-2019	20.72137518488369
gene_56048	2014-2015	2012-2013	2014-2015	20.719961427206908
mpx	2006-2007	2005-2006	2006-2007	20.71933973195446
vp19c	2010-2011	2006-2007	2010-2011	20.71628677794682
gene_77031	2014-2015	2013-2014	2014-2015	20.715878025672644
rli	2009-2010	2008-2009	2009-2010	20.71540755475012
ftsz1	2011-2012	2010-2011	2011-2012	20.71506865532057
gene_100035484	2010-2011	2009-2010	2010-2011	20.71365649212476
gene_79037	2018-2019	2017-2018	2018-2019	20.71216018617733
hy2	2014-2015	2013-2014	2014-2015	20.710760916056998
circamotl1l	2020-2021	2019-2020	2020-2021	20.708687875837263
gene_108711128	2016-2017	2007-2008	2016-2017	20.708590472603888
hv1a	2007-2008	2001-2002	2007-2008	20.70798224802695
gene_850800	2010-2011	2008-2009	2010-2011	20.70735317641766
gene_31185	2015-2016	2012-2013	2015-2016	20.70665038918213
gene_1194357	2019-2020	2018-2019	2019-2020	20.706446564387594
tl9	2017-2018	2016-2017	2017-2018	20.705089797492583
wgs1984	2017-2018	2013-2014	2017-2018	20.703601085602426
gene_393902	2015-2016	2014-2015	2015-2016	20.703281736642083
gene_94044	2018-2019	2017-2018	2018-2019	20.69950664921098
gene_17773	2017-2018	2016-2017	2017-2018	20.697530701914904
b510	2017-2018	2014-2015	2020-2021	20.696385480969138
pltr	2011-2012	2010-2011	2011-2012	20.696205012927262
gene_854290	2014-2015	2013-2014	2014-2015	20.696154645924896
cncc	2008-2009	2007-2008	2008-2009	20.693415427202904
203pb	2018-2019	2017-2018	2018-2019	20.692755775866917
glpp	2014-2015	2011-2012	2014-2015	20.69232530293997
0.0524	2010-2011	2009-2010	2010-2011	20.692063970280632
gene_10401	2005-2006	2004-2005	2005-2006	20.691728115078025
gene_32343	2013-2014	2008-2009	2013-2014	20.690409171736086
gene_851220	2017-2018	2013-2014	2017-2018	20.687212563055233
gene_83490	2015-2016	2014-2015	2015-2016	20.685809667769153
qfp	2007-2008	2006-2007	2007-2008	20.685073178883595
gene_40650	2005-2006	2004-2005	2005-2006	20.683482510321735
gene_853668	2007-2008	2006-2007	2007-2008	20.681939453011136
gene_36914	2005-2006	2004-2005	2005-2006	20.68065311130316
120.0	2010-2011	2006-2007	2010-2011	20.675219675254933
actividade	2009-2010	2008-2009	2009-2010	20.67180468426354
gfapdelta	2015-2016	2014-2015	2015-2016	20.671103095543902
gene_20471	2008-2009	2007-2008	2008-2009	20.665292597365795
spfq	2019-2020	2018-2019	2019-2020	20.663311980159413
buncher	2020-2021	2016-2017	2020-2021	20.662304942361082
mgp1	2020-2021	2014-2015	2020-2021	20.662287410867805
gene_852068	2016-2017	2009-2010	2016-2017	20.661874679983576
bcnt	2017-2018	2012-2013	2017-2018	20.659688845321543
species_165446	2015-2016	2014-2015	2015-2016	20.656409068752875
sav3	2013-2014	2009-2010	2013-2014	20.655545873268945
cus-3	2013-2014	2008-2009	2013-2014	20.65521966585442
srs5	2011-2012	2010-2011	2011-2012	20.652585839436323
cafas	2012-2013	2011-2012	2012-2013	20.65220242476583
species_2124	2011-2012	2009-2010	2011-2012	20.651628075139158
cu3(po4)2	2017-2018	2016-2017	2017-2018	20.651205614996016
75d	2009-2010	2008-2009	2009-2010	20.650727446299072
409,000	2020-2021	2018-2019	2020-2021	20.648586225641615
sefas	2016-2017	2014-2015	2016-2017	20.648176217583913
sawfish	2016-2017	2014-2015	2016-2017	20.64736977550182
wsph	2018-2019	2017-2018	2018-2019	20.64527623191353
gene_494085	2012-2013	2011-2012	2012-2013	20.64432594184177
coralyne	2008-2009	2002-2003	2008-2009	20.644175765785295
species_2661	2010-2011	2009-2010	2010-2011	20.642025713168323
spr741	2018-2019	2017-2018	2018-2019	20.640939418868047
pteb	2017-2018	2016-2017	2017-2018	20.63951812055598
fibrillose	2016-2017	2015-2016	2016-2017	20.638676533182377
gene_59073	2009-2010	2005-2006	2009-2010	20.636838477502277
gene_8123	2019-2020	2013-2014	2019-2020	20.63562601050757
gene_818340	2011-2012	2002-2003	2011-2012	20.63489801751566
gene_104272	2012-2013	2011-2012	2012-2013	20.63334076499836
gene_68441;245670	2018-2019	2016-2017	2018-2019	20.63316859254674
ccir	2008-2009	2005-2006	2008-2009	20.63195807209698
gene_397520	2011-2012	2010-2011	2011-2012	20.6287341758004
opto-	2014-2015	2013-2014	2014-2015	20.628302458802413
gene_380797	2008-2009	2001-2002	2008-2009	20.62744701023536
retrovector	2018-2019	2011-2012	2018-2019	20.626912587586553
gene_321855	2013-2014	2012-2013	2013-2014	20.62648159382251
gene_51301	2019-2020	2016-2017	2019-2020	20.626187766974084
hipster	2018-2019	2014-2015	2018-2019	20.62547037234593
gene_204801	2016-2017	2014-2015	2016-2017	20.62053342894155
gene_827510	2012-2013	2010-2011	2012-2013	20.619661160199545
lu/	2016-2017	2015-2016	2016-2017	20.618100264768824
iola	2013-2014	2012-2013	2013-2014	20.616017961418237
8004	2006-2007	2003-2004	2006-2007	20.615163799990565
aufgabe	2019-2020	2018-2019	2019-2020	20.613447570413314
vaki	2020-2021	2019-2020	2020-2021	20.612332601122066
gene_26259	2010-2011	2007-2008	2010-2011	20.611835434086213
pst2	2014-2015	2013-2014	2014-2015	20.611334746479802
chemical_mesh_c486387	2015-2016	2014-2015	2015-2016	20.606873829806904
ht7r	2013-2014	2012-2013	2013-2014	20.606654655218456
gene_396849	2015-2016	2014-2015	2015-2016	20.6065226372
gene_100418288	2010-2011	2009-2010	2010-2011	20.606170379819773
gene_821449	2020-2021	2014-2015	2020-2021	20.605279899704854
locp	2020-2021	2015-2016	2020-2021	20.600389408130347
0.0321	2010-2011	2009-2010	2010-2011	20.599716540588258
0.0247	2010-2011	2003-2004	2010-2011	20.599513618625213
einrichtungen	2019-2020	2016-2017	2019-2020	20.59912310457164
gene_227929	2011-2012	2009-2010	2011-2012	20.597943368803175
bglg	2018-2019	2017-2018	2018-2019	20.597111694131694
gene_11490	2017-2018	2016-2017	2017-2018	20.596910048382586
eh1	2006-2007	2005-2006	2006-2007	20.596477153822512
gene_83852	2014-2015	2013-2014	2014-2015	20.595817027562617
gene_16906	2006-2007	2005-2006	2006-2007	20.59380464356634
gene_2703434	2004-2005	2003-2004	2004-2005	20.592812001651648
lgk	2008-2009	2007-2008	2008-2009	20.58665660407061
gene_26922	2019-2020	2017-2018	2019-2020	20.586525200524292
gene_79807	2018-2019	2016-2017	2018-2019	20.58532103687461
gene_664614	2013-2014	2011-2012	2013-2014	20.585211312848976
0.0191	2010-2011	2005-2006	2010-2011	20.585210182182713
gene_66214	2014-2015	2013-2014	2014-2015	20.58369307826546
polyp3	2018-2019	2017-2018	2018-2019	20.583074219242636
gene_246177	2020-2021	2014-2015	2020-2021	20.583017070422923
species_64608	2019-2020	2011-2012	2019-2020	20.58289738466285
shipworm	2017-2018	2016-2017	2017-2018	20.58287111252286
gene_100536023	2016-2017	2015-2016	2016-2017	20.582066371589285
gene_116840	2020-2021	2019-2020	2020-2021	20.581372424638857
gene_830430	2016-2017	2015-2016	2016-2017	20.581310573291184
gene_57748	2017-2018	2011-2012	2017-2018	20.579123905621763
bglj	2013-2014	2012-2013	2013-2014	20.579082733527137
gene_110854	2009-2010	2008-2009	2009-2010	20.577609719008386
gene_84497	2010-2011	2009-2010	2010-2011	20.576719121348976
mbus	2014-2015	2013-2014	2014-2015	20.57606475553635
teleworking	2019-2020	2018-2019	2019-2020	20.57490803207658
gluex	2019-2020	2014-2015	2019-2020	20.57264201295834
gene_125965	2019-2020	2018-2019	2019-2020	20.572472637834714
gene_110648	2007-2008	2000-2001	2007-2008	20.5716028053723
gene_69821	2013-2014	2012-2013	2013-2014	20.571400563124904
simpleitk	2017-2018	2016-2017	2017-2018	20.57092323456497
ge3n4	2017-2018	2016-2017	2017-2018	20.5705719576908
gene_544654	2012-2013	2011-2012	2012-2013	20.56736979972213
gene_856134	2007-2008	2006-2007	2007-2008	20.565853675922313
gene_51537	2016-2017	2004-2005	2016-2017	20.563431137211186
shoeprint	2018-2019	2005-2006	2018-2019	20.56318996018392
omu	2010-2011	2009-2010	2010-2011	20.561914949070726
psnp	2017-2018	2006-2007	2017-2018	20.55921428156752
0.0353	2010-2011	2006-2007	2010-2011	20.558778135786685
gene_116840	2017-2018	2016-2017	2017-2018	20.558192591226778
goci	2017-2018	2016-2017	2017-2018	20.558176279873347
aktuellen	2019-2020	2010-2011	2019-2020	20.556165574462074
gene_150737	2017-2018	2014-2015	2017-2018	20.55353089717248
gene_853878	2013-2014	2012-2013	2013-2014	20.550386195694216
chemical_mesh_c015207	2019-2020	2003-2004	2019-2020	20.54977927635108
knocksideway	2014-2015	2012-2013	2014-2015	20.5490926369992
5alphar2	2011-2012	2004-2005	2011-2012	20.548565547542957
0.0479	2010-2011	2003-2004	2010-2011	20.547721557727918
sypa	2014-2015	2013-2014	2014-2015	20.54731056081865
s-001	2018-2019	2015-2016	2018-2019	20.547129529998927
dofv	2015-2016	2014-2015	2015-2016	20.546444017081296
tagma	2011-2012	2010-2011	2011-2012	20.54546970465479
alpha1s	2008-2009	2007-2008	2008-2009	20.54500507618302
vmci	2020-2021	2019-2020	2020-2021	20.544548458619477
cpk2	2016-2017	2010-2011	2016-2017	20.542038152030432
neuronostatin	2019-2020	2018-2019	2019-2020	20.541347380652667
c2i	2010-2011	2009-2010	2010-2011	20.539534788723028
gene_26301	2013-2014	2012-2013	2013-2014	20.539214694084688
tg8	2012-2013	2002-2003	2012-2013	20.5390727864424
scne	2018-2019	2017-2018	2018-2019	20.538597340163854
gene_391051	2005-2006	2004-2005	2005-2006	20.53824359837824
gene_855859	2020-2021	2012-2013	2020-2021	20.536621415327904
gene_25837	2018-2019	2017-2018	2018-2019	20.536176533348538
gene_110084	2020-2021	2019-2020	2020-2021	20.535077275211854
dnamutation_c.138a	2013-2014	2011-2012	2013-2014	20.534282189910957
chufa	2020-2021	2015-2016	2020-2021	20.53006808654086
dncv	2017-2018	2012-2013	2017-2018	20.52786866313421
betreuung	2019-2020	2010-2011	2019-2020	20.52576175185744
0.0292	2010-2011	2006-2007	2010-2011	20.52503143726972
turbofold	2016-2017	2014-2015	2016-2017	20.52470888812786
strl	2020-2021	2019-2020	2020-2021	20.52411180887166
chemical_mesh_c083578	2017-2018	2016-2017	2017-2018	20.524092502101364
gene_100093630	2017-2018	2016-2017	2017-2018	20.52376628296737
gene_474862	2014-2015	2005-2006	2014-2015	20.52091536990487
gene_855268	2010-2011	2009-2010	2010-2011	20.519453631290542
gene_832790	2013-2014	2008-2009	2013-2014	20.518736012965388
gene_107977752	2019-2020	2010-2011	2019-2020	20.51716438959554
dagegen	2019-2020	2018-2019	2019-2020	20.516784737894355
cghaz	2020-2021	2019-2020	2020-2021	20.515814568206313
gene_664613	2017-2018	2012-2013	2017-2018	20.515315639221644
0.0208	2010-2011	2006-2007	2010-2011	20.515068182400228
pl2pro	2017-2018	2016-2017	2017-2018	20.514586753005222
0.0253	2010-2011	2002-2003	2010-2011	20.51353940863697
gene_192302	2015-2016	2014-2015	2015-2016	20.508805850677472
gene_347735	2019-2020	2014-2015	2019-2020	20.508371721297067
species_90936	2020-2021	2019-2020	2020-2021	20.50826100975792
ai-1	2007-2008	2006-2007	2007-2008	20.507042319418712
arrear	2011-2012	2009-2010	2011-2012	20.506172162663844
species_11156	2018-2019	2011-2012	2018-2019	20.505636171313505
gene_41062	2016-2017	2015-2016	2016-2017	20.5041734276385
pcdh	2007-2008	2006-2007	2007-2008	20.503760798505212
kuvp	2019-2020	2018-2019	2019-2020	20.50128872476473
gene_5534	2006-2007	2001-2002	2006-2007	20.500004137291384
microor	2018-2019	2017-2018	2018-2019	20.499332100312227
npba	2018-2019	2014-2015	2018-2019	20.498931899816956
bcl9	2019-2020	2017-2018	2019-2020	20.498793994124345
gene_447816	2016-2017	2015-2016	2016-2017	20.496915818813594
protac	2009-2010	2008-2009	2009-2010	20.49482284099567
gene_852416	2018-2019	2011-2012	2018-2019	20.494110028371466
gene_19367	2007-2008	2004-2005	2007-2008	20.493361665434968
smma	2020-2021	2019-2020	2020-2021	20.49230186487297
2018	2017-2018	2001-2002	2017-2018	20.4901971060512
2xch	2017-2018	2016-2017	2017-2018	20.48867815033811
gene_43847	2005-2006	2002-2003	2005-2006	20.488487513030506
gene_172915	2020-2021	2011-2012	2020-2021	20.488448784011986
0.0367	2010-2011	2006-2007	2010-2011	20.486155694004747
ujt	2019-2020	2015-2016	2019-2020	20.48578705722276
gene_430062	2007-2008	2000-2001	2007-2008	20.484854442860744
gdb-13	2018-2019	2011-2012	2018-2019	20.48376098794599
gene_140571	2020-2021	2019-2020	2020-2021	20.483174458428888
gene_380928	2018-2019	2015-2016	2018-2019	20.482676748250217
1.501	2010-2011	2009-2010	2010-2011	20.475738739543317
c18s	2020-2021	2015-2016	2020-2021	20.475719872552496
gene_791524	2014-2015	2013-2014	2014-2015	20.47526839447345
[:	2005-2006	2004-2005	2005-2006	20.47462156711357
fbx	2010-2011	2003-2004	2010-2011	20.47367719328284
rejuvenator	2013-2014	2012-2013	2013-2014	20.4736529468478
hemocidin	2016-2017	2015-2016	2016-2017	20.473336726584584
sqw	2018-2019	2012-2013	2018-2019	20.472581188927208
gene_17354	2020-2021	2014-2015	2020-2021	20.46840892203837
ogt1	2018-2019	2017-2018	2018-2019	20.467136804907803
agathis	2019-2020	2015-2016	2019-2020	20.46615610316115
gene_13423	2016-2017	2015-2016	2016-2017	20.46075298737797
gene_109272	2020-2021	2019-2020	2020-2021	20.45982982191831
dusi	2014-2015	2013-2014	2014-2015	20.45729469668262
gene_57560	2017-2018	2015-2016	2017-2018	20.45594747786983
npact	2014-2015	2013-2014	2014-2015	20.454831726282798
mk-2	2017-2018	2015-2016	2017-2018	20.451390065974923
sts5	2018-2019	2016-2017	2018-2019	20.451177860682193
xmpp	2016-2017	2009-2010	2016-2017	20.451033222078948
es26	2017-2018	2016-2017	2017-2018	20.449954569904534
gene_220042	2019-2020	2017-2018	2019-2020	20.447276071721756
bonghan	2012-2013	2009-2010	2012-2013	20.44595568849599
gene_114886	2019-2020	2018-2019	2019-2020	20.445250829612583
gene_268294	2018-2019	2013-2014	2018-2019	20.444928187938743
cymbidium	2011-2012	2010-2011	2011-2012	20.44433152668177
gene_332579	2008-2009	2007-2008	2008-2009	20.443567687203313
h1o	2010-2011	2009-2010	2010-2011	20.443170757065733
gene_75459	2010-2011	2009-2010	2010-2011	20.438147356603206
dz13	2018-2019	2017-2018	2018-2019	20.43807515772717
apetx2	2011-2012	2010-2011	2011-2012	20.43798861370809
gene_399548	2016-2017	2009-2010	2016-2017	20.437026217878717
gene_817553	2015-2016	2010-2011	2015-2016	20.43666241640001
iuca	2015-2016	2014-2015	2015-2016	20.435964804190252
dnp2	2019-2020	2018-2019	2019-2020	20.430614844999877
cer1	2011-2012	2007-2008	2011-2012	20.428311677732733
cpee	2011-2012	2004-2005	2011-2012	20.42591097369805
gene_43383	2006-2007	2003-2004	2006-2007	20.425690770353466
gene_440093	2015-2016	2012-2013	2015-2016	20.425672099211152
odo	2011-2012	2010-2011	2011-2012	20.4230860673713
nosi	2016-2017	2015-2016	2016-2017	20.42132114583513
/-p	2020-2021	2011-2012	2020-2021	20.420555946242068
gene_693220	2020-2021	2019-2020	2020-2021	20.417197351853066
species_39068	2005-2006	2000-2001	2005-2006	20.41610265351719
herausforderungen	2019-2020	2018-2019	2019-2020	20.414646332590753
119.6	2010-2011	2002-2003	2010-2011	20.411994902504354
gene_260407	2018-2019	2015-2016	2018-2019	20.41187108363681
polium	2017-2018	2010-2011	2017-2018	20.411102795831734
gene_64440	2015-2016	2013-2014	2015-2016	20.408224963495403
ccbc	2019-2020	2015-2016	2019-2020	20.408012427110318
eeache	2012-2013	2011-2012	2012-2013	20.40782235777975
gene_17354	2011-2012	2008-2009	2011-2012	20.40617984086885
cnpso	2018-2019	2017-2018	2018-2019	20.405824613135856
gene_225266	2020-2021	2017-2018	2020-2021	20.405620263092235
pilbara	2012-2013	2008-2009	2012-2013	20.405176883841126
c39	2010-2011	2009-2010	2010-2011	20.402007224171463
gene_33211	2017-2018	2015-2016	2017-2018	20.401709090503374
exoa	2017-2018	2016-2017	2017-2018	20.40049018454935
7401	2010-2011	2009-2010	2010-2011	20.398862745417667
sbph	2012-2013	2011-2012	2012-2013	20.398034329675763
gene_440738	2011-2012	2010-2011	2011-2012	20.396279691893138
alt1	2013-2014	2009-2010	2013-2014	20.395762554549755
azd4635	2019-2020	2018-2019	2019-2020	20.394065510463697
gene_67855	2010-2011	2009-2010	2010-2011	20.39207644752342
0.0439	2010-2011	2009-2010	2010-2011	20.391505824853944
endfoot	2005-2006	2004-2005	2005-2006	20.391099348554924
fbmi	2020-2021	2013-2014	2020-2021	20.39097612617931
0.0190	2010-2011	2006-2007	2010-2011	20.390973715392935
frutalin	2020-2021	2014-2015	2020-2021	20.389743527445386
gene_396160	2013-2014	2012-2013	2013-2014	20.388811931643772
niqab	2020-2021	2016-2017	2020-2021	20.387037642954187
d2a21	2016-2017	2002-2003	2016-2017	20.386425046415663
fsf	2003-2004	2002-2003	2003-2004	20.384195558306693
species_452972	2019-2020	2017-2018	2019-2020	20.382182356631763
vk3	2009-2010	2008-2009	2009-2010	20.3809756452832
vnd	2007-2008	2006-2007	2007-2008	20.38037908509355
3''-och3	2019-2020	2018-2019	2019-2020	20.38030479964178
fapy	2016-2017	2015-2016	2016-2017	20.378995829940997
3'rr	2012-2013	2011-2012	2012-2013	20.377907056469542
gene_100710	2014-2015	2013-2014	2014-2015	20.374724804941945
gene_396267	2008-2009	2007-2008	2008-2009	20.374501774818743
gene_23303	2009-2010	2008-2009	2009-2010	20.373017240142772
gene_107796712	2019-2020	2018-2019	2019-2020	20.37152773924354
subsoiler	2020-2021	2019-2020	2020-2021	20.37053718493148
kiom	2011-2012	2009-2010	2011-2012	20.370462126600778
gene_79944	2013-2014	2012-2013	2013-2014	20.37035360114121
species_197236	2020-2021	2009-2010	2020-2021	20.369386083068754
gene_190611	2015-2016	2009-2010	2015-2016	20.368336130244597
arsl	2019-2020	2018-2019	2019-2020	20.36687890598725
prk2	2019-2020	2016-2017	2019-2020	20.36630521014612
pl1pro	2020-2021	2006-2007	2020-2021	20.365062316000905
0.0538	2010-2011	2009-2010	2010-2011	20.364075419868747
cpkcgamma	2016-2017	2008-2009	2016-2017	20.36320781302428
teilnehmer	2019-2020	2010-2011	2019-2020	20.36279235465758
te-2	2019-2020	2018-2019	2019-2020	20.362452425571906
zuletzt	2019-2020	2018-2019	2019-2020	20.36166251452754
gene_394431	2019-2020	2017-2018	2019-2020	20.361286040139163
sanp	2020-2021	2018-2019	2020-2021	20.359806918601652
acd4	2017-2018	2012-2013	2017-2018	20.357852189381017
nonius	2006-2007	2005-2006	2006-2007	20.35647992273495
alac	2013-2014	2012-2013	2013-2014	20.35416496946088
aabgl1	2017-2018	2016-2017	2017-2018	20.35364965899334
n.d.	2010-2011	2009-2010	2010-2011	20.350803377718858
k'iche	2018-2019	2017-2018	2018-2019	20.350049559443153
gene_55885	2012-2013	2011-2012	2012-2013	20.349716515941843
cd3od	2007-2008	2005-2006	2007-2008	20.347653849498904
gene_55577	2014-2015	2007-2008	2014-2015	20.34680884392486
fxg	2008-2009	2007-2008	2008-2009	20.343101910103016
gene_11141	2010-2011	2006-2007	2010-2011	20.34160945462286
ausreichend	2019-2020	2018-2019	2019-2020	20.336686999342458
gene_40517	2004-2005	2003-2004	2004-2005	20.33643226666428
mitteilungen	2019-2020	2011-2012	2019-2020	20.334615152234896
pon-1	2018-2019	2017-2018	2018-2019	20.33442552380393
gene_851408	2018-2019	2016-2017	2018-2019	20.332969084920332
gene_24687	2016-2017	2015-2016	2016-2017	20.332391119218503
danckert	2012-2013	2011-2012	2012-2013	20.33184358273088
erfahrung	2019-2020	2016-2017	2019-2020	20.32672502157122
suicida	2019-2020	2018-2019	2019-2020	20.323894139315946
caloxin	2007-2008	2005-2006	2007-2008	20.32004864383825
rhprg4	2016-2017	2015-2016	2016-2017	20.316387619272195
species_2655	2015-2016	2014-2015	2015-2016	20.31546064215148
species_1966363	2020-2021	2014-2015	2020-2021	20.31539508399707
gene_327699	2012-2013	2011-2012	2012-2013	20.31403561072309
mixtec	2012-2013	2009-2010	2012-2013	20.3116772425334
bamlet	2017-2018	2015-2016	2017-2018	20.311342141312892
mgt4	2020-2021	2019-2020	2020-2021	20.310797263284133
ch2ph	2007-2008	2005-2006	2007-2008	20.309614618228938
gene_32771	2015-2016	2009-2010	2015-2016	20.30914143799019
gene_856677	2020-2021	2009-2010	2020-2021	20.309019102222894
lhl15	2020-2021	2014-2015	2020-2021	20.306849666166126
ascr#10	2018-2019	2012-2013	2018-2019	20.305810834282138
nk603	2020-2021	2003-2004	2020-2021	20.302024905177387
pawr	2020-2021	2019-2020	2020-2021	20.30131197858389
gene_69605	2017-2018	2016-2017	2017-2018	20.300369269086055
species_185238	2020-2021	2019-2020	2020-2021	20.299723468355207
gene_287710	2020-2021	2017-2018	2020-2021	20.29908639674009
gene_56177	2012-2013	2008-2009	2012-2013	20.297749677614014
jit	2011-2012	2009-2010	2011-2012	20.297405025684085
gene_36442	2010-2011	2008-2009	2010-2011	20.29702825270364
gene_854818	2007-2008	2004-2005	2007-2008	20.2949848216561
chemical_mesh_c014475	2018-2019	2013-2014	2018-2019	20.290710408812394
gene_23991	2005-2006	2000-2001	2005-2006	20.29066135884762
ova257	2001-2002	2000-2001	2001-2002	20.289534308016975
gene_11236	2008-2009	2007-2008	2008-2009	20.289271065809476
chemical_mesh_c012817	2007-2008	2006-2007	2007-2008	20.288971662725206
stmn1	2015-2016	2013-2014	2015-2016	20.28856755831185
avrlm1	2013-2014	2012-2013	2013-2014	20.285861694480094
medusavirus	2020-2021	2019-2020	2020-2021	20.28477921674836
bsu	2008-2009	2001-2002	2008-2009	20.284580303941468
0.0249	2010-2011	2005-2006	2010-2011	20.283760278166373
ppiud	2015-2016	2012-2013	2015-2016	20.280846345113254
pairmate	2020-2021	2019-2020	2020-2021	20.278935939702016
gene_52690	2018-2019	2017-2018	2018-2019	20.27802591390607
nhba	2010-2011	2009-2010	2010-2011	20.276015873577677
tracrrna	2012-2013	2011-2012	2012-2013	20.274964647634015
ed10	2011-2012	2001-2002	2011-2012	20.274208779030936
gene_855204	2017-2018	2008-2009	2017-2018	20.272518527764063
clr1	2015-2016	2014-2015	2015-2016	20.272369515514328
irsnb	2016-2017	2015-2016	2016-2017	20.272293170264028
nnas	2019-2020	2009-2010	2019-2020	20.271552552285122
y194	2017-2018	2011-2012	2017-2018	20.26841683481983
8.3.0	2019-2020	2016-2017	2019-2020	20.268354311449173
gene_31022	2020-2021	2017-2018	2020-2021	20.268090200571073
sj-	2016-2017	2015-2016	2016-2017	20.262979433635152
chemical_mesh_c060299	2016-2017	2015-2016	2016-2017	20.262507019424664
gene_383491	2010-2011	2009-2010	2010-2011	20.261518948617642
khg	2010-2011	2009-2010	2010-2011	20.26123094604908
mutyh	2017-2018	2013-2014	2017-2018	20.2596659563928
emiq	2018-2019	2013-2014	2018-2019	20.259159026308865
icec	2013-2014	2007-2008	2013-2014	20.2586569494785
ltdr	2014-2015	2013-2014	2014-2015	20.257045542791033
p65btk	2020-2021	2019-2020	2020-2021	20.25602651283996
mortalite	2005-2006	2004-2005	2005-2006	20.255906141746724
gene_54214	2019-2020	2012-2013	2019-2020	20.255780895992917
pn3a	2016-2017	2013-2014	2016-2017	20.255745127649526
v'o2	2013-2014	2010-2011	2013-2014	20.25567619049826
species_60894	2013-2014	2012-2013	2013-2014	20.25529471036529
d492	2018-2019	2017-2018	2018-2019	20.254844320114945
cigb-552	2014-2015	2013-2014	2014-2015	20.254723849622973
-arch	2016-2017	2015-2016	2016-2017	20.253000367193597
gene_51318	2020-2021	2019-2020	2020-2021	20.252546145320157
gene_74440	2020-2021	2013-2014	2020-2021	20.25121622652845
gene_768330	2019-2020	2018-2019	2019-2020	20.249538342172738
paxa	2016-2017	2013-2014	2016-2017	20.249133125723844
parochialism	2020-2021	2019-2020	2020-2021	20.248152505090193
ragt	2013-2014	2012-2013	2013-2014	20.24757521538385
memic	2020-2021	2017-2018	2020-2021	20.243805510103023
gene_2975	2009-2010	2006-2007	2009-2010	20.24289414675765
gene_561935	2018-2019	2016-2017	2018-2019	20.242420283294045
gene_3077553	2017-2018	2014-2015	2017-2018	20.240756807793552
gene_26220	2016-2017	2015-2016	2016-2017	20.24063768679293
gene_3772	2014-2015	2013-2014	2014-2015	20.2395175068913
gene_856687	2013-2014	2007-2008	2013-2014	20.23882671891207
gene_3077492	2011-2012	2010-2011	2011-2012	20.238521877143313
rutr	2017-2018	2016-2017	2017-2018	20.23770344090595
gene_90196	2020-2021	2019-2020	2020-2021	20.23540820483438
clbh	2016-2017	2015-2016	2016-2017	20.235340134030327
gene_1185	2014-2015	2011-2012	2014-2015	20.235165024142105
lpxe	2018-2019	2017-2018	2018-2019	20.233312075419708
23q	2020-2021	2014-2015	2020-2021	20.230145687105015
cd39	2013-2014	2011-2012	2013-2014	20.225951501480367
tj-100	2017-2018	2010-2011	2017-2018	20.22568646859471
gene_100150233	2011-2012	2010-2011	2011-2012	20.224621206877977
gene_100768249	2011-2012	2010-2011	2011-2012	20.221369706604914
itep	2015-2016	2014-2015	2015-2016	20.220278087451884
