disease	gene	class	dummy_score
MESH:D009765	55600	1	0
MESH:D009765	55690	1	0
MESH:D009765	55818	1	0
MESH:D009765	55869	1	0
MESH:D009765	56259	1	0
MESH:D009765	56603	1	1
MESH:D009765	56623	1	0
MESH:D009765	57104	1	1
MESH:D009765	57678	1	1
MESH:D009765	65985	1	1
MESH:D009765	79047	1	1
MESH:D009765	79068	1	1
MESH:D009765	79661	1	1
MESH:D009765	79809	1	0
MESH:D009765	83854	1	1
MESH:D009765	84100	1	0
MESH:D009765	85569	1	0
MESH:D009765	91147	1	0
MESH:D009765	114294	1	1
MESH:D009765	123016	1	0
MESH:D009765	133522	1	0
MESH:D009765	157680	1	1
MESH:D009765	374654	1	1
MESH:D009765	376497	1	1
MESH:D009765	388372	1	0
MESH:D009765	594857	1	1
MESH:D009765	723961	1	1
MESH:D009765	729238	1	1
MESH:D002446	864	1	0
MESH:D002446	920	1	0
MESH:D002446	925	1	1
MESH:D002446	941	1	1
MESH:D002446	973	1	0
MESH:D002446	1232	1	0
MESH:D002446	1233	1	1
MESH:D002446	1493	1	0
MESH:D002446	1861	1	0
MESH:D002446	2113	1	1
MESH:D002446	2212	1	1
MESH:D002446	3115	1	0
MESH:D002446	3117	1	0
MESH:D002446	3119	1	1
MESH:D002446	3123	1	1
MESH:D002446	3586	1	0
MESH:D002446	3592	1	1
MESH:D002446	3600	1	1
MESH:D002446	3605	1	0
MESH:D002446	3938	1	1
MESH:D002446	4026	1	1
MESH:D002446	4153	1	1
MESH:D002446	4650	1	0
MESH:D002446	5341	1	1
MESH:D002446	5550	1	1
MESH:D002446	5771	1	1
MESH:D002446	5796	1	1
MESH:D002446	5996	1	1
MESH:D002446	7052	1	1
MESH:D002446	7128	1	1
MESH:D002446	8718	1	1
MESH:D002446	8764	1	0
MESH:D002446	8807	1	1
MESH:D002446	10019	1	1
MESH:D002446	23308	1	1
MESH:D002446	29851	1	1
MESH:D002446	57514	1	1
MESH:D002446	59067	1	1
MESH:D002446	60468	1	0
MESH:D002446	79258	1	0
MESH:D002446	84162	1	0
MESH:D002446	117289	1	1
MESH:D002446	389015	1	0
MESH:D002446	100507436	1	1
MESH:D008180	10	1	1
MESH:D008180	213	1	0
MESH:D008180	306	1	1
MESH:D008180	350	1	0
MESH:D008180	355	1	0
MESH:D008180	356	1	0
MESH:D008180	629	1	0
MESH:D008180	639	1	0
MESH:D008180	640	1	0
MESH:D008180	712	1	0
MESH:D008180	715	1	1
MESH:D008180	716	1	1
MESH:D008180	718	1	0
MESH:D008180	720	1	0
MESH:D008180	721	1	1
MESH:D008180	919	1	0
MESH:D008180	920	1	0
MESH:D008180	925	1	1
MESH:D008180	939	1	0
MESH:D008180	941	1	1
MESH:D008180	958	1	1
MESH:D008180	959	1	1
MESH:D008180	973	1	1
MESH:D008180	1026	1	0
MESH:D008180	1027	1	0
MESH:D008180	1038	1	0
MESH:D008180	1041	1	1
MESH:D008180	1191	1	1
MESH:D008180	1234	1	1
MESH:D008180	1378	1	1
MESH:D008180	1380	1	0
MESH:D008180	1389	1	0
MESH:D008180	1401	1	0
MESH:D008180	1445	1	0
MESH:D008180	1493	1	1
MESH:D008180	1636	1	1
MESH:D008180	1647	1	0
MESH:D008180	1773	1	1
MESH:D008180	1776	1	0
MESH:D008180	2033	1	1
MESH:D008180	2113	1	1
MESH:D008180	2147	1	1
MESH:D008180	2152	1	1
MESH:D008180	2212	1	1
MESH:D008180	2213	1	0
MESH:D008180	2214	1	1
MESH:D008180	2215	1	1
MESH:D008180	2547	1	0
MESH:D008180	2908	1	0
MESH:D008180	3092	1	0
MESH:D008180	3117	1	1
MESH:D008180	3119	1	1
MESH:D008180	3123	1	0
MESH:D008180	3146	1	0
MESH:D008180	3394	1	1
MESH:D008180	3439	1	1
MESH:D008180	3458	1	1
MESH:D008180	3557	1	1
MESH:D008180	3558	1	1
MESH:D008180	3559	1	0
MESH:D008180	3565	1	0
MESH:D008180	3569	1	0
MESH:D008180	3586	1	1
MESH:D008180	3593	1	1
MESH:D008180	3600	1	1
MESH:D008180	3605	1	1
MESH:D008180	3606	1	1
MESH:D008180	3663	1	0
MESH:D008180	3684	1	0
MESH:D008180	3687	1	1
MESH:D008180	3716	1	1
MESH:D008180	3726	1	0
MESH:D008180	4058	1	0
MESH:D008180	4067	1	1
MESH:D008180	4124	1	0
MESH:D008180	4153	1	1
MESH:D008180	4299	1	1
MESH:D008180	4318	1	0
MESH:D008180	4688	1	1
MESH:D008180	4846	1	1
MESH:D008180	5133	1	1
MESH:D008180	5423	1	0
MESH:D008180	5468	1	0
MESH:D008180	5617	1	1
MESH:D008180	5657	1	0
MESH:D008180	5743	1	1
MESH:D008180	5788	1	1
MESH:D008180	6256	1	0
MESH:D008180	6347	1	1
MESH:D008180	6387	1	0
MESH:D008180	6401	1	1
MESH:D008180	6504	1	1
MESH:D008180	6628	1	1
MESH:D008180	6632	1	1
MESH:D008180	6737	1	0
MESH:D008180	6738	1	1
MESH:D008180	6775	1	0
MESH:D008180	7040	1	0
MESH:D008180	7096	1	0
MESH:D008180	7099	1	0
MESH:D008180	7100	1	1
MESH:D008180	7124	1	1
MESH:D008180	7128	1	0
MESH:D008180	7133	1	0
MESH:D008180	7185	1	0
MESH:D008180	7292	1	0
MESH:D008180	7297	1	0
MESH:D008180	7332	1	1
MESH:D008180	7421	1	0
MESH:D008180	7422	1	0
MESH:D008180	8338	1	1
MESH:D008180	8718	1	1
MESH:D008180	8737	1	0
MESH:D008180	8741	1	0
MESH:D008180	9219	1	0
MESH:D008180	9370	1	1
MESH:D008180	10019	1	1
MESH:D008180	10125	1	0
MESH:D008180	10318	1	1
MESH:D008180	10320	1	0
MESH:D008180	10333	1	1
MESH:D008180	10666	1	1
MESH:D008180	10673	1	0
MESH:D008180	10758	1	0
MESH:D008180	11277	1	1
MESH:D008180	22806	1	0
MESH:D008180	22914	1	1
MESH:D008180	23274	1	1
MESH:D008180	23495	1	0
MESH:D008180	25780	1	1
MESH:D008180	26191	1	1
MESH:D008180	50619	1	1
MESH:D008180	50943	1	0
MESH:D008180	51284	1	1
MESH:D008180	54106	1	0
MESH:D008180	54887	1	0
MESH:D008180	55024	1	1
MESH:D008180	55332	1	0
MESH:D008180	59067	1	0
MESH:D008180	64805	1	0
MESH:D008180	83593	1	1
MESH:D008180	84159	1	0
MESH:D008180	121260	1	0
MESH:D012030	70	1	1
MESH:D012030	401	1	0
MESH:D012030	443	1	0
MESH:D012030	558	1	0
MESH:D012030	650	1	1
MESH:D012030	701	1	0
MESH:D012030	776	1	0
MESH:D012030	778	1	0
MESH:D012030	1075	1	1
MESH:D012030	1123	1	1
MESH:D012030	1280	1	1
MESH:D012030	1297	1	0
MESH:D012030	1409	1	1
MESH:D012030	1538	1	0
MESH:D012030	1592	1	0
MESH:D012030	1652	1	1
MESH:D012030	1665	1	0
MESH:D012030	1805	1	0
MESH:D012030	1833	1	0
MESH:D012030	2313	1	0
MESH:D012030	2893	1	1
MESH:D012030	3759	1	0
MESH:D012030	3843	1	0
MESH:D012030	3908	1	0
MESH:D012030	4060	1	0
MESH:D012030	4285	1	0
MESH:D012030	4642	1	0
MESH:D012030	4681	1	1
MESH:D012030	4990	1	0
MESH:D012030	5080	1	0
MESH:D012030	5095	1	0
MESH:D012030	5156	1	0
MESH:D012030	5371	1	1
MESH:D012030	5728	1	1
MESH:D012030	5799	1	1
MESH:D012030	5801	1	0
MESH:D012030	5923	1	1
MESH:D012030	5959	1	0
MESH:D012030	6096	1	0
MESH:D012030	6232	1	1
MESH:D012030	6641	1	0
MESH:D012030	7062	1	0
MESH:D012030	7110	1	0
MESH:D012030	7434	1	1
MESH:D012030	8266	1	0
MESH:D012030	8636	1	0
MESH:D012030	8929	1	0
MESH:D012030	9244	1	1
MESH:D012030	9350	1	0
MESH:D012030	9362	1	1
MESH:D012030	9414	1	1
MESH:D012030	9526	1	0
MESH:D012030	9745	1	1
MESH:D012030	9760	1	1
MESH:D012030	9839	1	1
MESH:D012030	10133	1	0
MESH:D012030	10265	1	1
MESH:D012030	10381	1	0
MESH:D012030	10581	1	1
MESH:D012030	10682	1	1
MESH:D012030	11145	1	0
MESH:D012030	26027	1	1
MESH:D012030	26585	1	1
MESH:D012030	27166	1	0
MESH:D012030	29940	1	1
MESH:D012030	54715	1	1
MESH:D012030	56479	1	1
MESH:D012030	57167	1	0
MESH:D012030	57369	1	1
MESH:D012030	60506	1	0
MESH:D012030	80114	1	0
MESH:D012030	80326	1	1
MESH:D012030	83552	1	1
MESH:D012030	89782	1	1
MESH:D012030	124454	1	1
MESH:D012030	157680	1	1
MESH:D012030	170692	1	0
MESH:D012030	286077	1	1
MESH:D012030	286753	1	1
MESH:D008105	183	1	0
MESH:D008105	213	1	1
MESH:D008105	249	1	0
MESH:D008105	250	1	1
MESH:D008105	251	1	0
MESH:D008105	265	1	0
MESH:D008105	361	1	0
MESH:D008105	643	1	1
MESH:D008105	915	1	1
MESH:D008105	941	1	1
MESH:D008105	954	1	0
MESH:D008105	959	1	0
MESH:D008105	973	1	0
MESH:D008105	1003	1	0
MESH:D008105	1244	1	0
MESH:D008105	1277	1	0
MESH:D008105	1490	1	1
MESH:D008105	1493	1	0
MESH:D008105	1605	1	0
MESH:D008105	1636	1	1
MESH:D008105	1737	1	1
MESH:D008105	2678	1	1
MESH:D008105	2805	1	1
MESH:D008105	2806	1	1
MESH:D008105	3091	1	1
MESH:D008105	3385	1	0
MESH:D008105	3484	1	1
MESH:D008105	3565	1	1
MESH:D008105	3575	1	0
MESH:D008105	3592	1	0
MESH:D008105	3593	1	1
MESH:D008105	3595	1	0
MESH:D008105	3627	1	0
MESH:D008105	3855	1	1
MESH:D008105	3930	1	0
MESH:D008105	4015	1	0
MESH:D008105	4017	1	1
MESH:D008105	4142	1	1
MESH:D008105	4283	1	1
MESH:D008105	4313	1	1
MESH:D008105	4314	1	0
MESH:D008105	4318	1	0
MESH:D008105	4322	1	1
MESH:D008105	4790	1	0
MESH:D008105	4843	1	0
MESH:D008105	4967	1	0
MESH:D008105	5244	1	1
MESH:D008105	5890	1	1
MESH:D008105	5972	1	0
MESH:D008105	6198	1	0
MESH:D008105	6352	1	0
MESH:D008105	6522	1	0
MESH:D008105	6672	1	1
MESH:D008105	6689	1	0
MESH:D008105	6775	1	0
MESH:D008105	7127	1	1
MESH:D008105	7132	1	0
MESH:D008105	7297	1	0
MESH:D008105	8050	1	0
MESH:D008105	8654	1	0
MESH:D008105	8986	1	1
MESH:D008105	9020	1	0
MESH:D008105	9429	1	1
MESH:D008105	9844	1	0
MESH:D008105	10412	1	1
MESH:D008105	10454	1	0
MESH:D008105	10537	1	1
MESH:D008105	10891	1	0
MESH:D008105	22806	1	0
MESH:D008105	23225	1	0
MESH:D008105	23274	1	0
MESH:D008105	23534	1	0
MESH:D008105	59272	1	1
MESH:D008105	79258	1	1
MESH:D014820	326	1	1
MESH:D014820	473	1	1
MESH:D014820	840	1	0
MESH:D014820	847	1	0
MESH:D014820	925	1	1
MESH:D014820	941	1	0
MESH:D014820	960	1	1
MESH:D014820	1235	1	0
MESH:D014820	1493	1	0
MESH:D014820	1638	1	1
MESH:D014820	1656	1	0
MESH:D014820	2315	1	0
MESH:D014820	2944	1	0
MESH:D014820	2952	1	1
MESH:D014820	3002	1	0
MESH:D014820	3559	1	1
MESH:D014820	4026	1	1
MESH:D014820	4157	1	1
MESH:D014820	4286	1	1
MESH:D014820	6503	1	1
MESH:D014820	7299	1	0
MESH:D014820	7306	1	0
MESH:D014820	8635	1	0
MESH:D014820	8924	1	0
MESH:D014820	10019	1	0
MESH:D014820	10766	1	1
MESH:D014820	26191	1	0
MESH:D014820	27086	1	0
MESH:D014820	53347	1	1
MESH:D014820	60468	1	0
MESH:D014820	116449	1	1
MESH:D014820	122769	1	1
MESH:D008268	24	1	0
MESH:D008268	348	1	0
MESH:D008268	629	1	0
MESH:D008268	710	1	1
MESH:D008268	717	1	1
MESH:D008268	718	1	1
MESH:D008268	735	1	0
MESH:D008268	948	1	1
MESH:D008268	1071	1	1
MESH:D008268	1295	1	0
MESH:D008268	1300	1	0
MESH:D008268	1401	1	1
MESH:D008268	1409	1	0
MESH:D008268	1471	1	1
MESH:D008268	2074	1	1
MESH:D008268	2165	1	1
MESH:D008268	2202	1	0
MESH:D008268	3075	1	0
MESH:D008268	3078	1	1
MESH:D008268	3080	1	1
MESH:D008268	3426	1	1
MESH:D008268	3791	1	1
MESH:D008268	3990	1	0
MESH:D008268	4133	1	0
MESH:D008268	5176	1	0
MESH:D008268	5654	1	0
MESH:D008268	5890	1	0
MESH:D008268	5978	1	1
MESH:D008268	6010	1	0
MESH:D008268	6103	1	1
MESH:D008268	6121	1	1
MESH:D008268	6347	1	1
MESH:D008268	6499	1	1
MESH:D008268	6785	1	1
MESH:D008268	7046	1	1
MESH:D008268	7078	1	1
MESH:D008268	7099	1	1
MESH:D008268	7422	1	0
MESH:D008268	8797	1	0
MESH:D008268	8878	1	1
MESH:D008268	10516	1	1
MESH:D008268	10878	1	1
MESH:D008268	23418	1	1
MESH:D008268	23539	1	0
MESH:D008268	50700	1	0
MESH:D008268	56999	1	0
MESH:D008268	64802	1	1
MESH:D008268	145173	1	1
MESH:D008268	259266	1	1
MESH:D024821	19	1	0
MESH:D024821	183	1	0
MESH:D024821	207	1	0
MESH:D024821	213	1	1
MESH:D024821	335	1	0
MESH:D024821	338	1	1
MESH:D024821	345	1	1
MESH:D024821	348	1	1
MESH:D024821	948	1	0
MESH:D024821	949	1	1
MESH:D024821	950	1	1
MESH:D024821	1071	1	0
MESH:D024821	1268	1	1
MESH:D024821	1281	1	1
MESH:D024821	1401	1	1
MESH:D024821	1535	1	1
MESH:D024821	1636	1	0
MESH:D024821	2053	1	1
MESH:D024821	2117	1	1
MESH:D024821	2167	1	1
MESH:D024821	2328	1	0
MESH:D024821	2539	1	0
MESH:D024821	2590	1	1
MESH:D024821	2645	1	1
MESH:D024821	2646	1	1
MESH:D024821	2678	1	0
MESH:D024821	2805	1	0
MESH:D024821	2806	1	1
MESH:D024821	2908	1	1
MESH:D024821	3156	1	0
MESH:D024821	3159	1	1
MESH:D024821	3290	1	0
MESH:D024821	3358	1	0
MESH:D024821	3479	1	0
MESH:D024821	3481	1	1
MESH:D024821	3569	1	0
MESH:D024821	3606	1	0
MESH:D024821	3630	1	1
MESH:D024821	3667	1	1
MESH:D024821	3929	1	0
MESH:D024821	3952	1	0
MESH:D024821	3990	1	0
MESH:D024821	4018	1	0
MESH:D024821	4023	1	0
MESH:D024821	4544	1	0
MESH:D024821	4846	1	1
MESH:D024821	5054	1	0
MESH:D024821	5321	1	0
MESH:D024821	5444	1	1
MESH:D024821	5465	1	1
MESH:D024821	5468	1	0
MESH:D024821	5743	1	0
MESH:D024821	5919	1	1
MESH:D024821	5950	1	1
MESH:D024821	6319	1	0
MESH:D024821	6347	1	1
MESH:D024821	6352	1	1
MESH:D024821	6462	1	0
MESH:D024821	6517	1	1
MESH:D024821	6720	1	0
MESH:D024821	7040	1	0
MESH:D024821	7124	1	0
MESH:D024821	7412	1	0
MESH:D024821	7941	1	1
MESH:D024821	8398	1	0
MESH:D024821	8841	1	0
MESH:D024821	8856	1	1
MESH:D024821	8882	1	1
MESH:D024821	9370	1	0
MESH:D024821	9563	1	0
MESH:D024821	9970	1	1
MESH:D024821	10062	1	0
MESH:D024821	10135	1	1
MESH:D024821	10452	1	1
MESH:D024821	22796	1	1
MESH:D024821	23411	1	1
MESH:D024821	23644	1	1
MESH:D024821	26291	1	1
MESH:D024821	51085	1	1
MESH:D024821	51738	1	1
MESH:D024821	57761	1	0
MESH:D024821	57818	1	0
MESH:D024821	79068	1	1
MESH:D024821	79661	1	0
MESH:D024821	392636	1	0
MESH:D024821	723961	1	0
MESH:D001249	108	1	1
MESH:D001249	142	1	0
MESH:D001249	154	1	1
MESH:D001249	177	1	0
MESH:D001249	185	1	1
MESH:D001249	186	1	1
MESH:D001249	213	1	1
MESH:D001249	217	1	0
MESH:D001249	240	1	1
MESH:D001249	241	1	0
MESH:D001249	246	1	0
MESH:D001249	374	1	1
MESH:D001249	383	1	1
MESH:D001249	384	1	1
MESH:D001249	387	1	0
MESH:D001249	495	1	0
MESH:D001249	501	1	0
MESH:D001249	596	1	1
MESH:D001249	624	1	1
MESH:D001249	627	1	1
MESH:D001249	632	1	0
MESH:D001249	706	1	1
MESH:D001249	718	1	0
MESH:D001249	719	1	1
MESH:D001249	727	1	0
MESH:D001249	728	1	1
MESH:D001249	847	1	1
MESH:D001249	920	1	0
MESH:D001249	925	1	1
MESH:D001249	929	1	1
MESH:D001249	942	1	0
MESH:D001249	958	1	0
MESH:D001249	959	1	0
MESH:D001249	973	1	0
MESH:D001249	1017	1	1
MESH:D001249	1103	1	1
MESH:D001249	1116	1	1
MESH:D001249	1118	1	1
MESH:D001249	1179	1	0
MESH:D001249	1215	1	0
MESH:D001249	1232	1	1
MESH:D001249	1233	1	0
MESH:D001249	1234	1	1
MESH:D001249	1237	1	1
MESH:D001249	1241	1	1
MESH:D001249	1401	1	1
MESH:D001249	1437	1	1
MESH:D001249	1439	1	1
MESH:D001249	1493	1	1
MESH:D001249	1535	1	0
MESH:D001249	1634	1	1
MESH:D001249	1636	1	1
MESH:D001249	1728	1	0
MESH:D001249	1767	1	0
MESH:D001249	1786	1	0
MESH:D001249	1906	1	0
MESH:D001249	1910	1	1
MESH:D001249	1956	1	0
MESH:D001249	2100	1	0
MESH:D001249	2205	1	0
MESH:D001249	2206	1	1
MESH:D001249	2208	1	1
MESH:D001249	2312	1	1
MESH:D001249	2318	1	0
MESH:D001249	2335	1	1
MESH:D001249	2615	1	1
MESH:D001249	2625	1	0
MESH:D001249	2833	1	0
MESH:D001249	2908	1	0
MESH:D001249	2944	1	0
MESH:D001249	2950	1	0
MESH:D001249	2952	1	0
MESH:D001249	3115	1	0
MESH:D001249	3117	1	0
MESH:D001249	3119	1	1
MESH:D001249	3123	1	1
MESH:D001249	3135	1	0
MESH:D001249	3142	1	0
MESH:D001249	3162	1	1
MESH:D001249	3176	1	0
MESH:D001249	3275	1	0
MESH:D001249	3276	1	0
MESH:D001249	3291	1	0
MESH:D001249	3371	1	1
MESH:D001249	3383	1	0
MESH:D001249	3458	1	1
MESH:D001249	3553	1	0
MESH:D001249	3554	1	1
MESH:D001249	3557	1	1
MESH:D001249	3558	1	0
MESH:D001249	3559	1	1
MESH:D001249	3560	1	1
MESH:D001249	3562	1	1
MESH:D001249	3565	1	1
MESH:D001249	3566	1	1
MESH:D001249	3567	1	0
MESH:D001249	3569	1	0
MESH:D001249	3570	1	1
MESH:D001249	3576	1	1
MESH:D001249	3578	1	1
MESH:D001249	3586	1	0
MESH:D001249	3593	1	0
MESH:D001249	3596	1	0
MESH:D001249	3600	1	1
MESH:D001249	3605	1	1
MESH:D001249	3606	1	0
MESH:D001249	3627	1	0
MESH:D001249	3708	1	1
MESH:D001249	3827	1	0
MESH:D001249	3880	1	0
MESH:D001249	3952	1	0
MESH:D001249	4048	1	1
MESH:D001249	4049	1	0
MESH:D001249	4056	1	0
MESH:D001249	4088	1	1
MESH:D001249	4153	1	0
MESH:D001249	4282	1	1
MESH:D001249	4318	1	1
MESH:D001249	4319	1	1
MESH:D001249	4586	1	1
MESH:D001249	4589	1	0
MESH:D001249	4602	1	0
MESH:D001249	4842	1	0
MESH:D001249	4843	1	1
MESH:D001249	4846	1	0
MESH:D001249	4852	1	1
MESH:D001249	4914	1	0
MESH:D001249	5054	1	1
MESH:D001249	5141	1	1
MESH:D001249	5142	1	1
MESH:D001249	5144	1	0
MESH:D001249	5155	1	1
MESH:D001249	5172	1	1
MESH:D001249	5265	1	0
MESH:D001249	5321	1	1
MESH:D001249	5328	1	1
MESH:D001249	5367	1	0
MESH:D001249	5443	1	1
MESH:D001249	5515	1	0
MESH:D001249	5551	1	1
MESH:D001249	5728	1	0
MESH:D001249	5729	1	1
MESH:D001249	5743	1	0
MESH:D001249	6036	1	1
MESH:D001249	6037	1	1
MESH:D001249	6347	1	1
MESH:D001249	6352	1	0
MESH:D001249	6356	1	1
MESH:D001249	6361	1	0
MESH:D001249	6367	1	0
MESH:D001249	6369	1	0
MESH:D001249	6439	1	1
MESH:D001249	6441	1	1
MESH:D001249	6572	1	1
MESH:D001249	6701	1	0
MESH:D001249	6774	1	1
MESH:D001249	6775	1	0
MESH:D001249	6778	1	0
MESH:D001249	6863	1	1
MESH:D001249	6865	1	0
MESH:D001249	6869	1	0
MESH:D001249	7040	1	0
MESH:D001249	7078	1	1
MESH:D001249	7096	1	0
MESH:D001249	7097	1	1
MESH:D001249	7098	1	0
MESH:D001249	7099	1	0
MESH:D001249	7124	1	1
MESH:D001249	7349	1	0
MESH:D001249	7356	1	0
MESH:D001249	7412	1	1
MESH:D001249	7421	1	1
MESH:D001249	7422	1	0
MESH:D001249	7432	1	0
MESH:D001249	7941	1	0
MESH:D001249	8288	1	0
MESH:D001249	9173	1	0
MESH:D001249	9547	1	0
MESH:D001249	9768	1	1
MESH:D001249	10111	1	0
MESH:D001249	10196	1	1
MESH:D001249	10333	1	1
MESH:D001249	10419	1	0
MESH:D001249	10498	1	1
MESH:D001249	10631	1	0
MESH:D001249	10800	1	1
MESH:D001249	10911	1	0
MESH:D001249	11127	1	0
MESH:D001249	11213	1	1
MESH:D001249	11251	1	1
MESH:D001249	23274	1	0
MESH:D001249	23418	1	1
MESH:D001249	26762	1	0
MESH:D001249	27069	1	0
MESH:D001249	27145	1	1
MESH:D001249	27159	1	1
MESH:D001249	30009	1	0
MESH:D001249	50943	1	0
MESH:D001249	51131	1	0
MESH:D001249	57105	1	0
MESH:D001249	57628	1	0
MESH:D001249	59340	1	0
MESH:D001249	64806	1	0
MESH:D001249	85480	1	1
MESH:D001249	94103	1	0
MESH:D001249	387129	1	0
MESH:D001249	594857	1	0
MESH:D001249	729238	1	0
MESH:D012559	135	1	1
MESH:D012559	207	1	0
MESH:D012559	288	1	1
MESH:D012559	335	1	1
MESH:D012559	348	1	1
MESH:D012559	488	1	1
MESH:D012559	627	1	1
MESH:D012559	767	1	1
MESH:D012559	775	1	1
MESH:D012559	783	1	1
MESH:D012559	793	1	1
MESH:D012559	816	1	0
MESH:D012559	885	1	0
MESH:D012559	886	1	1
MESH:D012559	1114	1	1
MESH:D012559	1116	1	1
MESH:D012559	1128	1	0
MESH:D012559	1136	1	0
MESH:D012559	1137	1	1
MESH:D012559	1139	1	1
MESH:D012559	1141	1	0
MESH:D012559	1267	1	1
MESH:D012559	1268	1	0
MESH:D012559	1312	1	0
MESH:D012559	1544	1	1
MESH:D012559	1565	1	0
MESH:D012559	1610	1	0
MESH:D012559	1636	1	0
MESH:D012559	1742	1	0
MESH:D012559	1786	1	1
MESH:D012559	1803	1	0
MESH:D012559	1806	1	1
MESH:D012559	1808	1	0
MESH:D012559	1812	1	1
MESH:D012559	1813	1	0
MESH:D012559	1814	1	0
MESH:D012559	1815	1	0
MESH:D012559	1960	1	1
MESH:D012559	2033	1	1
MESH:D012559	2065	1	0
MESH:D012559	2066	1	1
MESH:D012559	2072	1	0
MESH:D012559	2099	1	0
MESH:D012559	2242	1	0
MESH:D012559	2243	1	0
MESH:D012559	2353	1	1
MESH:D012559	2561	1	0
MESH:D012559	2571	1	1
MESH:D012559	2572	1	0
MESH:D012559	2597	1	0
MESH:D012559	2670	1	1
MESH:D012559	2730	1	1
MESH:D012559	2823	1	1
MESH:D012559	2890	1	0
MESH:D012559	2897	1	0
MESH:D012559	2898	1	0
MESH:D012559	2899	1	1
MESH:D012559	2902	1	0
MESH:D012559	2903	1	1
MESH:D012559	2904	1	0
MESH:D012559	2905	1	1
MESH:D012559	2906	1	0
MESH:D012559	2912	1	0
MESH:D012559	2913	1	1
MESH:D012559	2915	1	0
MESH:D012559	2932	1	0
MESH:D012559	2944	1	1
MESH:D012559	2950	1	0
MESH:D012559	3084	1	1
MESH:D012559	3133	1	1
MESH:D012559	3303	1	0
MESH:D012559	3312	1	0
MESH:D012559	3350	1	1
MESH:D012559	3351	1	1
MESH:D012559	3356	1	0
MESH:D012559	3358	1	0
MESH:D012559	3359	1	0
MESH:D012559	3362	1	1
MESH:D012559	3363	1	1
MESH:D012559	3553	1	1
MESH:D012559	3563	1	0
MESH:D012559	3586	1	1
MESH:D012559	3699	1	0
MESH:D012559	3782	1	0
MESH:D012559	3843	1	0
MESH:D012559	4099	1	0
MESH:D012559	4124	1	1
MESH:D012559	4128	1	0
MESH:D012559	4135	1	1
MESH:D012559	4155	1	1
MESH:D012559	4208	1	0
MESH:D012559	4325	1	1
MESH:D012559	4340	1	1
MESH:D012559	4524	1	0
MESH:D012559	4684	1	1
MESH:D012559	4729	1	0
MESH:D012559	4741	1	0
MESH:D012559	4747	1	0
MESH:D012559	4842	1	1
MESH:D012559	4852	1	0
MESH:D012559	4855	1	1
MESH:D012559	4860	1	1
MESH:D012559	4900	1	1
MESH:D012559	4915	1	1
MESH:D012559	4922	1	0
MESH:D012559	4929	1	0
MESH:D012559	5020	1	1
MESH:D012559	5037	1	1
MESH:D012559	5074	1	0
MESH:D012559	5108	1	1
MESH:D012559	5142	1	0
MESH:D012559	5243	1	0
MESH:D012559	5286	1	1
MESH:D012559	5305	1	1
MESH:D012559	5321	1	0
MESH:D012559	5362	1	0
MESH:D012559	5420	1	1
MESH:D012559	5533	1	0
MESH:D012559	5587	1	1
MESH:D012559	5617	1	0
MESH:D012559	5621	1	0
MESH:D012559	5625	1	1
MESH:D012559	5649	1	0
MESH:D012559	5816	1	1
MESH:D012559	5999	1	0
MESH:D012559	6285	1	1
MESH:D012559	6505	1	1
MESH:D012559	6529	1	1
MESH:D012559	6531	1	1
MESH:D012559	6532	1	0
MESH:D012559	6571	1	0
MESH:D012559	6595	1	0
MESH:D012559	6616	1	0
MESH:D012559	6648	1	0
MESH:D012559	6663	1	0
MESH:D012559	6733	1	0
MESH:D012559	6854	1	0
MESH:D012559	6925	1	0
MESH:D012559	7054	1	0
MESH:D012559	7088	1	0
MESH:D012559	7090	1	0
MESH:D012559	7122	1	0
MESH:D012559	7124	1	0
MESH:D012559	7157	1	0
MESH:D012559	7166	1	1
MESH:D012559	7257	1	0
MESH:D012559	7444	1	0
MESH:D012559	7534	1	1
MESH:D012559	7976	1	0
MESH:D012559	8224	1	0
MESH:D012559	8379	1	0
MESH:D012559	9145	1	1
MESH:D012559	9162	1	0
MESH:D012559	9342	1	0
MESH:D012559	9348	1	0
MESH:D012559	9378	1	1
MESH:D012559	9444	1	1
MESH:D012559	9463	1	0
MESH:D012559	9520	1	0
MESH:D012559	9575	1	0
MESH:D012559	9638	1	1
MESH:D012559	9651	1	0
MESH:D012559	9685	1	1
MESH:D012559	9722	1	1
MESH:D012559	9745	1	0
MESH:D012559	9839	1	0
MESH:D012559	9881	1	1
MESH:D012559	10198	1	0
MESH:D012559	10274	1	0
MESH:D012559	10690	1	0
MESH:D012559	10718	1	0
MESH:D012559	10806	1	0
MESH:D012559	10814	1	1
MESH:D012559	10998	1	1
MESH:D012559	22854	1	1
MESH:D012559	22999	1	1
MESH:D012559	23305	1	0
MESH:D012559	23345	1	1
MESH:D012559	25791	1	0
MESH:D012559	25797	1	0
MESH:D012559	25874	1	1
MESH:D012559	26011	1	1
MESH:D012559	27012	1	1
MESH:D012559	27185	1	1
MESH:D012559	27257	1	1
MESH:D012559	54806	1	0
MESH:D012559	54820	1	1
MESH:D012559	56603	1	0
MESH:D012559	57030	1	0
MESH:D012559	57142	1	0
MESH:D012559	63826	1	1
MESH:D012559	65078	1	0
MESH:D012559	81565	1	0
MESH:D012559	83857	1	1
MESH:D012559	84152	1	0
MESH:D012559	89832	1	1
MESH:D012559	121278	1	0
