tok	changepoint_idx	start_idx	end_idx	value
uba	2018-2019	2017-2018	2018-2019	29.711785813278095
gene_2950	2019-2020	2018-2019	2019-2020	29.71172929892313
mll	2017-2018	2016-2017	2017-2018	29.645125463311047
reexposure	2020-2021	2019-2020	2020-2021	29.61271195829643
graphene	2016-2017	2015-2016	2016-2017	29.610286801371554
mfd	2018-2019	2017-2018	2018-2019	29.60730208763517
dsbr	2018-2019	2017-2018	2018-2019	29.562376115140992
aggresome	2018-2019	2017-2018	2018-2019	29.55734842530797
elmo	2018-2019	2017-2018	2018-2019	29.485796978941615
aoo	2018-2019	2017-2018	2018-2019	29.467837575336066
lscc	2019-2020	2018-2019	2019-2020	29.44982559655341
bci	2016-2017	2015-2016	2016-2017	29.44306049407252
mecs	2018-2019	2017-2018	2018-2019	29.425248768283804
abd2	2020-2021	2019-2020	2020-2021	29.37979662377118
v4.2.1	2020-2021	2019-2020	2020-2021	29.36489333326784
amnestic	2018-2019	2017-2018	2018-2019	29.35110903186374
vfh	2020-2021	2019-2020	2020-2021	29.30289435963068
fsm	2018-2019	2017-2018	2018-2019	29.29067289693608
greb1	2018-2019	2017-2018	2018-2019	29.287400485945177
aplp1	2020-2021	2019-2020	2020-2021	29.269217931447248
nrc3	2020-2021	2015-2016	2020-2021	29.253514367310167
if3	2018-2019	2017-2018	2018-2019	29.239837463784205
gene_3176	2018-2019	2017-2018	2018-2019	29.201916150075114
smc	2016-2017	2015-2016	2016-2017	29.19180092768799
ccap	2017-2018	2016-2017	2017-2018	29.191605577376997
microneedle	2018-2019	2017-2018	2018-2019	29.15955067562037
isvs	2019-2020	2018-2019	2019-2020	29.155974720016516
transcytosis	2017-2018	2016-2017	2017-2018	29.14212864138057
readthrough	2017-2018	2016-2017	2017-2018	29.1367222815772
sbtb	2020-2021	2019-2020	2020-2021	29.112978955984243
pbp1b	2018-2019	2017-2018	2018-2019	29.10324752988533
gene_8726	2018-2019	2017-2018	2018-2019	29.066200260500377
cmf	2018-2019	2017-2018	2018-2019	29.046496925831605
disease_mesh_d008231	2019-2020	2018-2019	2019-2020	28.988932299478233
gene_80331	2018-2019	2017-2018	2018-2019	28.982530048491643
disease_mesh_d003371	2019-2020	2018-2019	2019-2020	28.954284646768837
pallial	2018-2019	2017-2018	2018-2019	28.950109348741343
hm1	2017-2018	2016-2017	2017-2018	28.935083598869134
llin	2018-2019	2016-2017	2018-2019	28.910482400811723
hl-60	2018-2019	2017-2018	2018-2019	28.88718094664206
wau	2020-2021	2019-2020	2020-2021	28.875334473818146
covs	2019-2020	2017-2018	2019-2020	28.795948996573372
orf6	2019-2020	2018-2019	2019-2020	28.767456042826268
rad52	2018-2019	2017-2018	2018-2019	28.747760444027826
lrrk2	2018-2019	2017-2018	2018-2019	28.74528838860931
gene_27220	2018-2019	2017-2018	2018-2019	28.72563288015479
gene_55733	2019-2020	2018-2019	2019-2020	28.70782635298851
e6	2016-2017	2015-2016	2016-2017	28.707565721650177
bof	2019-2020	2017-2018	2019-2020	28.685952394121173
ecdna	2018-2019	2017-2018	2018-2019	28.67692566419908
cxb	2020-2021	2019-2020	2020-2021	28.658169355838773
foxo3a	2018-2019	2017-2018	2018-2019	28.637997022020546
hyperparasite	2020-2021	2019-2020	2020-2021	28.575855435561863
tubu	2019-2020	2017-2018	2019-2020	28.556936219133622
retrocopie	2019-2020	2018-2019	2019-2020	28.51038744935658
htc	2018-2019	2017-2018	2018-2019	28.488046731546177
nemertean	2020-2021	2019-2020	2020-2021	28.48611284007345
bret	2018-2019	2017-2018	2018-2019	28.43699919735188
alisporivir	2020-2021	2019-2020	2020-2021	28.425626206431193
shx	2019-2020	2018-2019	2019-2020	28.413645121890227
twist1	2018-2019	2017-2018	2018-2019	28.359363943787603
dmec	2020-2021	2019-2020	2020-2021	28.351131192422358
cpp	2016-2017	2015-2016	2016-2017	28.307319983110602
eif5	2017-2018	2016-2017	2017-2018	28.302666411234725
pmel-1	2020-2021	2019-2020	2020-2021	28.290755216774315
treponeme	2020-2021	2019-2020	2020-2021	28.23992836775388
treeline	2018-2019	2017-2018	2018-2019	28.231308917222908
p166	2020-2021	2019-2020	2020-2021	28.21368232182909
bb120	2020-2021	2019-2020	2020-2021	28.203487404047213
ecm11	2020-2021	2019-2020	2020-2021	28.1550972157328
vs2	2019-2020	2018-2019	2019-2020	28.15051422274358
vbc	2019-2020	2018-2019	2019-2020	28.134348899754812
efferocytosis	2018-2019	2017-2018	2018-2019	28.1312053549685
nup358	2020-2021	2019-2020	2020-2021	28.062011738329772
gngt2	2020-2021	2019-2020	2020-2021	28.019266185369403
vglut3	2018-2019	2017-2018	2018-2019	28.017944828553734
gene_20288	2019-2020	2018-2019	2019-2020	27.994788105442765
eiec	2020-2021	2019-2020	2020-2021	27.96622110000986
apir	2020-2021	2019-2020	2020-2021	27.957453680196874
ddc	2018-2019	2017-2018	2018-2019	27.95649727790394
gene_10459	2020-2021	2019-2020	2020-2021	27.94671145664958
p2x7r	2020-2021	2019-2020	2020-2021	27.898261247372197
typhoid	2018-2019	2016-2017	2018-2019	27.840183232501825
viroid	2018-2019	2017-2018	2018-2019	27.816611909433416
gene_66834	2020-2021	2019-2020	2020-2021	27.815668158277088
eimeria	2018-2019	2017-2018	2018-2019	27.793431719687927
spad	2016-2017	2015-2016	2016-2017	27.7771120394694
nfкb	2021-2022	2020-2021	2021-2022	27.773252761925452
gαq	2018-2019	2017-2018	2018-2019	27.754745624301847
bbsome	2018-2019	2017-2018	2018-2019	27.74028193738062
sputnik	2020-2021	2019-2020	2020-2021	27.740230977047773
gene_19013	2018-2019	2017-2018	2018-2019	27.72965982413755
cdcl3	2017-2018	2016-2017	2017-2018	27.720793350887725
k2p	2018-2019	2017-2018	2018-2019	27.681133594737418
fishpond	2020-2021	2019-2020	2020-2021	27.65221825834385
chemoreceptor	2016-2017	2015-2016	2016-2017	27.61956555695496
a59	2019-2020	2018-2019	2019-2020	27.609682635952282
nptn	2020-2021	2019-2020	2020-2021	27.58272841539328
watermelon	2018-2019	2017-2018	2018-2019	27.56811990121309
pbe	2017-2018	2016-2017	2017-2018	27.55508092415284
species_29058	2018-2019	2017-2018	2018-2019	27.553426237425555
ejc	2017-2018	2016-2017	2017-2018	27.53508657751707
ruvbl1	2019-2020	2018-2019	2019-2020	27.510163853720826
paf	2018-2019	2017-2018	2018-2019	27.46258701205914
git1	2018-2019	2017-2018	2018-2019	27.44648686751353
nup205	2020-2021	2019-2020	2020-2021	27.43344158542526
gene_7432	2018-2019	2017-2018	2018-2019	27.375673101363915
3’sl	2020-2021	2019-2020	2020-2021	27.344413947429253
gene_6443	2018-2019	2017-2018	2018-2019	27.333629871638163
flc	2016-2017	2015-2016	2016-2017	27.33334508988351
eht	2018-2019	2017-2018	2018-2019	27.31103367196571
origami	2018-2019	2017-2018	2018-2019	27.117065802709163
lecs	2018-2019	2017-2018	2018-2019	27.09525829039148
5’oh	2020-2021	2018-2019	2020-2021	27.068649938995176
prcc	2018-2019	2016-2017	2018-2019	27.01297723686179
monostable	2018-2019	2017-2018	2018-2019	26.995547634010876
tfv	2018-2019	2017-2018	2018-2019	26.995480215043322
gene_31717	2020-2021	2019-2020	2020-2021	26.99004654396099
gene_171911	2020-2021	2019-2020	2020-2021	26.989679625544824
rcat	2019-2020	2018-2019	2019-2020	26.96713540845079
cdpk1	2018-2019	2017-2018	2018-2019	26.961472483723735
escrt	2018-2019	2017-2018	2018-2019	26.952978135405797
rvv	2020-2021	2019-2020	2020-2021	26.952257973460046
gene_5901	2018-2019	2017-2018	2018-2019	26.913081103418193
gene_1628	2018-2019	2017-2018	2018-2019	26.908259821969203
l3mbtl3	2021-2022	2020-2021	2021-2022	26.9078642416529
coronaviridae	2019-2020	2018-2019	2019-2020	26.85414012168448
gene_76282	2018-2019	2017-2018	2018-2019	26.84227259605489
dopa	2016-2017	2015-2016	2016-2017	26.830997474166406
gene_51752	2019-2020	2018-2019	2019-2020	26.795344263133
onc	2018-2019	2017-2018	2018-2019	26.793276603789156
gene_20028	2021-2022	2020-2021	2021-2022	26.742489502958918
disease_mesh_d001251	2016-2017	2015-2016	2016-2017	26.732883311385926
whistle	2018-2019	2017-2018	2018-2019	26.709469007253848
gene_328572	2018-2019	2017-2018	2018-2019	26.6991708090738
microtumor	2020-2021	2019-2020	2020-2021	26.69138166899011
species_1351	2016-2017	2015-2016	2016-2017	26.670796260956187
chestnut	2018-2019	2017-2018	2018-2019	26.65910674288638
gene_1506	2018-2019	2017-2018	2018-2019	26.640362765149604
gene_10155	2017-2018	2016-2017	2017-2018	26.635162554336123
sik3	2018-2019	2017-2018	2018-2019	26.62296721441127
gene_6610	2021-2022	2020-2021	2021-2022	26.614168920309794
ascospore	2016-2017	2015-2016	2016-2017	26.60470146382946
fatality	2019-2020	2017-2018	2019-2020	26.571574561018465
parc	2017-2018	2016-2017	2017-2018	26.55950505066314
crazy	2019-2020	2018-2019	2019-2020	26.558731441037377
gene_14811	2020-2021	2019-2020	2020-2021	26.554676562101733
xylr	2020-2021	2019-2020	2020-2021	26.54338858022671
pete	2019-2020	2018-2019	2019-2020	26.528477363337217
gene_3192	2020-2021	2019-2020	2020-2021	26.516505313771066
αs	2017-2018	2016-2017	2017-2018	26.488282222317462
bru	2018-2019	2017-2018	2018-2019	26.462222861471318
hdp	2019-2020	2018-2019	2019-2020	26.456073447069997
sorption	2018-2019	2017-2018	2018-2019	26.431235013150925
ecac	2020-2021	2018-2019	2020-2021	26.41862543199025
gene_64167	2019-2020	2018-2019	2019-2020	26.36261118992119
bbs9	2018-2019	2017-2018	2018-2019	26.33872523052539
20e	2018-2019	2017-2018	2018-2019	26.301691547194512
mir-138	2020-2021	2019-2020	2020-2021	26.30020842504676
gene_11338	2018-2019	2017-2018	2018-2019	26.29056213840021
eet	2018-2019	2016-2017	2018-2019	26.28484173064896
gp15	2020-2021	2019-2020	2020-2021	26.276858020654544
2pe	2018-2019	2017-2018	2018-2019	26.26668078512804
fossa	2017-2018	2016-2017	2017-2018	26.259789875667344
t6p	2020-2021	2019-2020	2020-2021	26.25957415671166
melody	2017-2018	2016-2017	2017-2018	26.23304802101782
dir1	2020-2021	2019-2020	2020-2021	26.224936426195057
drusen	2018-2019	2017-2018	2018-2019	26.212082083712872
mir-125b	2020-2021	2019-2020	2020-2021	26.205427542171257
gene_192656	2021-2022	2020-2021	2021-2022	26.1996412140883
rosa	2016-2017	2015-2016	2016-2017	26.195604672071582
irt	2017-2018	2016-2017	2017-2018	26.180347963561115
eld	2017-2018	2016-2017	2017-2018	26.16953425075401
ift27	2021-2022	2019-2020	2021-2022	26.165079073850183
pex9	2021-2022	2020-2021	2021-2022	26.160857597420765
trn	2016-2017	2015-2016	2016-2017	26.143791706837757
ppb	2016-2017	2015-2016	2016-2017	26.08894001157064
clan	2016-2017	2015-2016	2016-2017	26.06900564808762
mexicana	2016-2017	2015-2016	2016-2017	26.05680695785085
disease_mesh_d006255	2018-2019	2017-2018	2018-2019	26.043883570140046
ama1	2018-2019	2017-2018	2018-2019	26.042651917483266
sketching	2018-2019	2017-2018	2018-2019	26.0016706567262
gse1	2020-2021	2019-2020	2020-2021	25.988496138245253
wheel	2016-2017	2015-2016	2016-2017	25.98006740210115
elevational	2016-2017	2015-2016	2016-2017	25.94969137745934
ldpred	2018-2019	2017-2018	2018-2019	25.92793536482055
npi	2019-2020	2017-2018	2019-2020	25.92758223340618
bdp	2018-2019	2017-2018	2018-2019	25.845929078107414
lip2	2021-2022	2020-2021	2021-2022	25.792467776045207
prefusion	2019-2020	2018-2019	2019-2020	25.789999815007032
chvi	2020-2021	2019-2020	2020-2021	25.764070561887486
neutralizer	2019-2020	2018-2019	2019-2020	25.75861248064119
btms	2020-2021	2019-2020	2020-2021	25.757321842140573
gene_12550	2018-2019	2016-2017	2018-2019	25.727621832769614
kangaroo	2017-2018	2016-2017	2017-2018	25.727403298924838
cza	2020-2021	2019-2020	2020-2021	25.724714086726536
species_28985	2018-2019	2017-2018	2018-2019	25.70447692915527
species_286706	2019-2020	2018-2019	2019-2020	25.688222203638574
simvastatin	2018-2019	2017-2018	2018-2019	25.667998689530076
côte	2018-2019	2017-2018	2018-2019	25.645085563266854
γh2av	2020-2021	2019-2020	2020-2021	25.627367826437098
hypodermal	2017-2018	2016-2017	2017-2018	25.60332443164969
ww2	2020-2021	2019-2020	2020-2021	25.59886090912498
gene_18208	2019-2020	2018-2019	2019-2020	25.594472386982254
gene_22941	2018-2019	2016-2017	2018-2019	25.587125000164065
cec	2017-2018	2016-2017	2017-2018	25.581164088275237
gene_22944	2018-2019	2017-2018	2018-2019	25.567098468467094
disease_mesh_d018500	2018-2019	2017-2018	2018-2019	25.560649867016114
interglomerular	2019-2020	2018-2019	2019-2020	25.532938450728572
apremilast	2020-2021	2019-2020	2020-2021	25.493766223364656
inpro	2021-2022	2020-2021	2021-2022	25.443166357913487
bin1	2017-2018	2016-2017	2017-2018	25.436472879328136
indra	2018-2019	2017-2018	2018-2019	25.433770213168838
cg258	2020-2021	2019-2020	2020-2021	25.405814305962803
banfora	2020-2021	2019-2020	2020-2021	25.39697647987621
fiso	2020-2021	2019-2020	2020-2021	25.39155275051429
tml	2019-2020	2018-2019	2019-2020	25.38679565052955
mdr2	2020-2021	2019-2020	2020-2021	25.385238319738367
gene_3557	2018-2019	2017-2018	2018-2019	25.38216374546204
jm	2016-2017	2015-2016	2016-2017	25.381991741574026
species_4084	2018-2019	2017-2018	2018-2019	25.35939520409378
amf	2017-2018	2016-2017	2017-2018	25.35683198215378
loewe	2018-2019	2017-2018	2018-2019	25.313468585277484
species_223283	2016-2017	2015-2016	2016-2017	25.263041330114742
gene_4303	2020-2021	2019-2020	2020-2021	25.23224255702853
mafa	2018-2019	2017-2018	2018-2019	25.223218944733347
aerolysin	2020-2021	2019-2020	2020-2021	25.21449151998351
bunch	2018-2019	2017-2018	2018-2019	25.211228386088866
nnal	2020-2021	2019-2020	2020-2021	25.17538241475342
g217b	2020-2021	2019-2020	2020-2021	25.153550683719498
gene_851335	2021-2022	2020-2021	2021-2022	25.145753346348194
oxyr	2018-2019	2017-2018	2018-2019	25.145656433730426
nome	2018-2019	2017-2018	2018-2019	25.13811983011833
junb	2018-2019	2017-2018	2018-2019	25.136345725918343
dce	2018-2019	2017-2018	2018-2019	25.13495189477963
gene_108900	2019-2020	2018-2019	2019-2020	25.125954351529735
gene_853773	2020-2021	2019-2020	2020-2021	25.12114284318954
tacs	2018-2019	2017-2018	2018-2019	25.11865429590738
disease_mesh_c566544	2018-2019	2017-2018	2018-2019	25.118550540113592
chemocline	2020-2021	2019-2020	2020-2021	25.084385082653668
cahs	2020-2021	2019-2020	2020-2021	25.080875016034383
qfit	2019-2020	2016-2017	2019-2020	25.07524264548551
osr1	2019-2020	2018-2019	2019-2020	25.042567852693622
atx2	2019-2020	2018-2019	2019-2020	25.03375562468438
kalman	2016-2017	2015-2016	2016-2017	25.023113240868973
gebvs	2018-2019	2017-2018	2018-2019	24.9901074042607
clstn3	2019-2020	2018-2019	2019-2020	24.984763080296275
smdd	2019-2020	2018-2019	2019-2020	24.950158182733276
3.6.2	2019-2020	2018-2019	2019-2020	24.943686591658253
rwr	2018-2019	2017-2018	2018-2019	24.942617102359325
genogroup	2018-2019	2017-2018	2018-2019	24.936437738469053
lepa	2018-2019	2017-2018	2018-2019	24.93395032074337
p2x2	2019-2020	2018-2019	2019-2020	24.883673778644948
rt-	2019-2020	2018-2019	2019-2020	24.880697203893604
gene_20778	2019-2020	2018-2019	2019-2020	24.880506705532525
pstn	2020-2021	2019-2020	2020-2021	24.853125131564305
gene_6934	2018-2019	2017-2018	2018-2019	24.841445610902923
sp-2509	2020-2021	2019-2020	2020-2021	24.818576963800936
gene_39441	2018-2019	2017-2018	2018-2019	24.812000673804437
gene_5654	2020-2021	2019-2020	2020-2021	24.79571450344964
ero	2020-2021	2019-2020	2020-2021	24.795276601294322
attacker	2018-2019	2017-2018	2018-2019	24.789348934288974
luxs	2019-2020	2018-2019	2019-2020	24.78807578985503
gene_18566	2018-2019	2017-2018	2018-2019	24.77509619813438
gene_3615	2020-2021	2019-2020	2020-2021	24.75741209817036
gvp	2020-2021	2019-2020	2020-2021	24.721529139860138
mhp	2019-2020	2018-2019	2019-2020	24.71581971530387
gene_12575	2018-2019	2017-2018	2018-2019	24.692360689252077
syntf	2020-2021	2019-2020	2020-2021	24.68552126579732
nb6	2020-2021	2019-2020	2020-2021	24.6805628942788
ddb1	2018-2019	2017-2018	2018-2019	24.68005130695748
collegiality	2021-2022	2020-2021	2021-2022	24.674996065458473
h3t3ph	2020-2021	2019-2020	2020-2021	24.658878665981103
iov	2020-2021	2019-2020	2020-2021	24.655338417002504
ovipositor	2018-2019	2017-2018	2018-2019	24.650299617150527
disease_mesh_c562646	2018-2019	2017-2018	2018-2019	24.64463050136806
lacteal	2020-2021	2019-2020	2020-2021	24.6313818639916
gene_15122	2020-2021	2019-2020	2020-2021	24.614585682132745
gene_2652	2018-2019	2017-2018	2018-2019	24.598005423208264
bsb	2020-2021	2019-2020	2020-2021	24.594088798017708
hxk1	2018-2019	2017-2018	2018-2019	24.560160676761335
aec1	2020-2021	2019-2020	2020-2021	24.550888031747743
bupropion	2018-2019	2017-2018	2018-2019	24.528906996802334
gene_201163	2019-2020	2018-2019	2019-2020	24.513518061171798
species_1485682	2018-2019	2017-2018	2018-2019	24.510540062104266
mah	2018-2019	2017-2018	2018-2019	24.482406022018765
lakh	2019-2020	2018-2019	2019-2020	24.481194569429345
tomosyn	2020-2021	2019-2020	2020-2021	24.477048871573388
bpn	2020-2021	2019-2020	2020-2021	24.471538672852695
traip	2020-2021	2018-2019	2020-2021	24.46504319897068
fk506	2018-2019	2017-2018	2018-2019	24.444660230975238
gene_34780	2018-2019	2017-2018	2018-2019	24.442794687193974
tcf11	2020-2021	2019-2020	2020-2021	24.43952733227424
hemicentin	2020-2021	2019-2020	2020-2021	24.435744091481023
16p12.1	2019-2020	2018-2019	2019-2020	24.4192486779508
genie3	2016-2017	2015-2016	2016-2017	24.389970946806802
disease_mesh_c538184	2018-2019	2017-2018	2018-2019	24.37886269474155
gene_834562	2020-2021	2019-2020	2020-2021	24.364021829639064
icu	2019-2020	2016-2017	2019-2020	24.351238886799777
c5a	2018-2019	2017-2018	2018-2019	24.34894017332784
disease_mesh_d006209	2020-2021	2019-2020	2020-2021	24.34622741468008
heartwood	2020-2021	2019-2020	2020-2021	24.337837675919037
bxd	2018-2019	2017-2018	2018-2019	24.329526480101745
orchard	2016-2017	2015-2016	2016-2017	24.31978498336214
cauliflower	2018-2019	2017-2018	2018-2019	24.309470506689365
i3a	2020-2021	2019-2020	2020-2021	24.268683806306043
nup188	2020-2021	2019-2020	2020-2021	24.247518285152893
gene_664	2019-2020	2018-2019	2019-2020	24.23239494509828
teg	2018-2019	2017-2018	2018-2019	24.222866770284995
nanoelectronic	2020-2021	2019-2020	2020-2021	24.21680256687406
aα	2018-2019	2017-2018	2018-2019	24.214068885632773
gene_28	2018-2019	2016-2017	2018-2019	24.208926076856383
tde	2018-2019	2017-2018	2018-2019	24.192078008111256
flia	2019-2020	2018-2019	2019-2020	24.19033038301218
espc	2020-2021	2019-2020	2020-2021	24.18171830184744
rif2	2020-2021	2019-2020	2020-2021	24.180227828660595
4oht	2018-2019	2017-2018	2018-2019	24.177365429729676
netb	2020-2021	2019-2020	2020-2021	24.17266373555858
gene_9787	2020-2021	2019-2020	2020-2021	24.165298302675446
hap40	2020-2021	2019-2020	2020-2021	24.159218877083937
hgs	2018-2019	2017-2018	2018-2019	24.158547788879737
cd40l	2018-2019	2017-2018	2018-2019	24.15300060428194
dm25	2019-2020	2016-2017	2019-2020	24.152076547003226
species_61435	2019-2020	2018-2019	2019-2020	24.115201078877014
dnmt3b	2018-2019	2017-2018	2018-2019	24.04972449312461
integron	2017-2018	2016-2017	2017-2018	24.035406537525777
b55	2019-2020	2018-2019	2019-2020	23.986530395964778
pesi	2020-2021	2019-2020	2020-2021	23.969839921987326
hge	2020-2021	2019-2020	2020-2021	23.96277082316655
gene_20620	2020-2021	2019-2020	2020-2021	23.956214838068178
bdf1	2020-2021	2019-2020	2020-2021	23.93076281486107
sgg	2018-2019	2017-2018	2018-2019	23.929255102378455
upf3b	2020-2021	2019-2020	2020-2021	23.916207936182385
disease_mesh_d042882	2018-2019	2017-2018	2018-2019	23.91118520785976
crnn	2020-2021	2018-2019	2020-2021	23.853661611524497
reu	2018-2019	2017-2018	2018-2019	23.84982992648166
ebp1	2019-2020	2017-2018	2019-2020	23.8454557244419
mir-199	2020-2021	2019-2020	2020-2021	23.83316381127789
cofilin-1	2019-2020	2018-2019	2019-2020	23.827550972633805
gene_23351	2020-2021	2019-2020	2020-2021	23.82525745937127
species_9545	2018-2019	2017-2018	2018-2019	23.813922731301446
dnaa	2017-2018	2016-2017	2017-2018	23.800982832357107
gene_27385	2019-2020	2018-2019	2019-2020	23.800025888674185
wyl	2020-2021	2019-2020	2020-2021	23.794963431887755
gene_103	2017-2018	2016-2017	2017-2018	23.76500480799661
sh-	2018-2019	2017-2018	2018-2019	23.761001165273996
species_367830	2018-2019	2017-2018	2018-2019	23.74022292285545
species_11138	2018-2019	2017-2018	2018-2019	23.723010542378056
aucell	2018-2019	2017-2018	2018-2019	23.715011066007715
pharmacophore	2017-2018	2016-2017	2017-2018	23.690765734628652
enterotype	2017-2018	2016-2017	2017-2018	23.672283719996663
taxane	2017-2018	2016-2017	2017-2018	23.659397732851367
nctc11168	2020-2021	2019-2020	2020-2021	23.631869480491602
esk	2020-2021	2019-2020	2020-2021	23.603724454489914
neat1	2018-2019	2017-2018	2018-2019	23.574206836019822
rnf213	2019-2020	2018-2019	2019-2020	23.568068469439353
tdp43	2018-2019	2016-2017	2018-2019	23.565996808582415
ja	2016-2017	2015-2016	2016-2017	23.563532713050492
tetramer	2016-2017	2015-2016	2016-2017	23.54239861793954
mira	2016-2017	2015-2016	2016-2017	23.523661921160418
fmn2	2019-2020	2018-2019	2019-2020	23.507653632135664
gene_18708	2018-2019	2017-2018	2018-2019	23.505067916397287
cru	2018-2019	2017-2018	2018-2019	23.49400827252205
densifie	2020-2021	2019-2020	2020-2021	23.466104162706632
serosal	2018-2019	2017-2018	2018-2019	23.461422480380772
gene_9735	2020-2021	2018-2019	2020-2021	23.453831737920225
gene_51699	2020-2021	2019-2020	2020-2021	23.43853798354642
dmm	2018-2019	2017-2018	2018-2019	23.430751940860382
rack1	2018-2019	2016-2017	2018-2019	23.40941241407454
di2	2019-2020	2018-2019	2019-2020	23.395421820040752
vocalisation	2018-2019	2017-2018	2018-2019	23.39351825951202
pancreata	2018-2019	2017-2018	2018-2019	23.39066387518793
msg	2018-2019	2017-2018	2018-2019	23.37610986700989
bioregion	2018-2019	2017-2018	2018-2019	23.36164636973393
b02	2019-2020	2018-2019	2019-2020	23.3441659212792
tenocyte	2018-2019	2017-2018	2018-2019	23.340163929235256
hmgn	2020-2021	2018-2019	2020-2021	23.338816494710983
foxq2	2020-2021	2019-2020	2020-2021	23.336968216623944
slc38a5	2020-2021	2019-2020	2020-2021	23.33036439259632
tellurite	2019-2020	2018-2019	2019-2020	23.32560852059836
gene_171283	2020-2021	2018-2019	2020-2021	23.311416695762766
hotel	2018-2019	2017-2018	2018-2019	23.292083826351927
repp	2020-2021	2019-2020	2020-2021	23.28477743076688
species_1513224	2020-2021	2019-2020	2020-2021	23.27684635097082
ceacam	2019-2020	2018-2019	2019-2020	23.265470446438762
barbell	2020-2021	2019-2020	2020-2021	23.26104889275855
bcar3	2020-2021	2019-2020	2020-2021	23.260890322709876
nsp1	2018-2019	2017-2018	2018-2019	23.253139417143586
mglc	2019-2020	2018-2019	2019-2020	23.24860934013794
cyanopeptide	2021-2022	2020-2021	2021-2022	23.24174441792985
gene_9221	2020-2021	2019-2020	2020-2021	23.177917519827552
nse5	2020-2021	2019-2020	2020-2021	23.17109507171106
hospitalize	2019-2020	2016-2017	2019-2020	23.162126977029068
msl10	2019-2020	2018-2019	2019-2020	23.159931718622836
flywheel	2020-2021	2019-2020	2020-2021	23.12831686402789
disease_mesh_d004485	2018-2019	2017-2018	2018-2019	23.105246113285865
disease_mesh_c565957	2017-2018	2016-2017	2017-2018	23.068039845077983
khsrp	2019-2020	2018-2019	2019-2020	23.06407598337682
gene_10392	2020-2021	2019-2020	2020-2021	23.044716156914113
v20	2018-2019	2017-2018	2018-2019	23.03986751619163
dcl1	2018-2019	2016-2017	2018-2019	23.036027726327887
mif2	2020-2021	2018-2019	2020-2021	23.024895817582202
δs	2016-2017	2015-2016	2016-2017	23.016134291153662
set4	2020-2021	2019-2020	2020-2021	23.01018338706832
gene_13405	2018-2019	2017-2018	2018-2019	23.005914277567477
vcs	2018-2019	2015-2016	2018-2019	22.97564851044217
m139	2019-2020	2018-2019	2019-2020	22.9734149998502
30mg	2018-2019	2017-2018	2018-2019	22.943043579532187
epimutation	2018-2019	2016-2017	2018-2019	22.934083776569057
itam	2017-2018	2016-2017	2017-2018	22.93301903297532
maurer	2020-2021	2019-2020	2020-2021	22.93236711351143
ath	2018-2019	2017-2018	2018-2019	22.930931939553673
gene_17118	2018-2019	2017-2018	2018-2019	22.926857104656584
6k1	2020-2021	2019-2020	2020-2021	22.914693015776123
gene_276770	2020-2021	2019-2020	2020-2021	22.907678105804223
gene_94212	2019-2020	2018-2019	2019-2020	22.905192495009338
bipa	2019-2020	2018-2019	2019-2020	22.88895474956767
ps80	2020-2021	2019-2020	2020-2021	22.88655361844785
deprived	2017-2018	2016-2017	2017-2018	22.868180984516975
lop	2018-2019	2017-2018	2018-2019	22.8600477511853
dtg	2018-2019	2017-2018	2018-2019	22.85519978080389
hsic	2018-2019	2017-2018	2018-2019	22.8503944558842
msfgfp	2018-2019	2017-2018	2018-2019	22.850333190827676
pitcher	2018-2019	2017-2018	2018-2019	22.841080371331618
pdd	2018-2019	2017-2018	2018-2019	22.805531743809855
demonstrative	2018-2019	2017-2018	2018-2019	22.78316167829348
pif1	2017-2018	2016-2017	2017-2018	22.782380496645352
nne	2020-2021	2016-2017	2020-2021	22.76805535246004
ffn	2018-2019	2017-2018	2018-2019	22.75466515719701
phob	2018-2019	2017-2018	2018-2019	22.752112954045273
triobp	2020-2021	2019-2020	2020-2021	22.737320681490733
poach	2018-2019	2017-2018	2018-2019	22.730819449276655
tpp1	2018-2019	2017-2018	2018-2019	22.725632432035
species_322126	2019-2020	2018-2019	2019-2020	22.717200871099394
gene_28905	2020-2021	2019-2020	2020-2021	22.714745289196358
ppm1h	2020-2021	2019-2020	2020-2021	22.714714882808636
gene_10371	2020-2021	2019-2020	2020-2021	22.699227941475694
gene_21752	2020-2021	2019-2020	2020-2021	22.69114909107692
gene_174050	2020-2021	2019-2020	2020-2021	22.651254677223736
multifractal	2019-2020	2018-2019	2019-2020	22.636226036305885
aff1	2020-2021	2019-2020	2020-2021	22.63047738576376
species_10566	2016-2017	2015-2016	2016-2017	22.63010009607307
c10:0	2020-2021	2019-2020	2020-2021	22.610641452134804
species_3711	2016-2017	2015-2016	2016-2017	22.59240504805166
ezh2	2016-2017	2015-2016	2016-2017	22.58795394715273
mapr	2020-2021	2019-2020	2020-2021	22.58733392175036
mdms	2018-2019	2017-2018	2018-2019	22.554069505365916
cole1	2017-2018	2016-2017	2017-2018	22.550995467354493
iastrocyte	2020-2021	2019-2020	2020-2021	22.53275368394253
frois	2018-2019	2017-2018	2018-2019	22.47105000677592
wy14643	2020-2021	2019-2020	2020-2021	22.4688862736315
12hr	2018-2019	2017-2018	2018-2019	22.455782885667457
ctps	2018-2019	2017-2018	2018-2019	22.454518767641833
cycb1	2020-2021	2018-2019	2020-2021	22.446491997513757
