	disease	gene	class	score
4726	MESH:D003924	338	1	0.2881835787649916
11288	MESH:D010195	2813	1	0.2881819125296079
19473	MESH:D001943	81858	0	0.2881784805574203
1269	MESH:D010051	8626	1	0.28815875286243003
1339	MESH:D001943	472	1	0.2881218808751037
3159	MESH:D013274	6615	1	0.2880863554843578
4854	MESH:D003924	5054	1	0.28807735764488845
11830	MESH:D000163	1234	1	0.2880166870332699
2343	MESH:D012468	3265	1	0.2880036568145448
7464	MESH:D000544	1795	1	0.2879952490373968
1065	MESH:D012878	8314	1	0.2879864300731985
3798	MESH:D003110	4893	1	0.2879561577550959
12763	MESH:D008105	10563	0	0.28795280454955763
9166	MESH:D050197	5340	1	0.28786926778784505
4998	MESH:D003093	1493	1	0.28786383218878303
10631	MESH:D016640	6462	1	0.28784314118524845
10029	MESH:D004827	3786	1	0.2878409717421957
6897	MESH:D024821	22796	1	0.28783961836363514
19963	MESH:D007680	1191	0	0.287797882328194
4459	MESH:D003424	3458	1	0.2877853992801276
1895	MESH:D005910	2321	1	0.2877645810269325
1964	MESH:D005910	5743	1	0.2877255852563247
5267	MESH:D001172	959	1	0.2877131699196324
7328	MESH:D012559	54806	1	0.28770071505161804
4466	MESH:D003424	3586	1	0.2876727595318989
8624	MESH:D006973	10699	1	0.2876677528548364
8713	MESH:D012595	7040	1	0.28760984534477746
3137	MESH:D013274	5792	1	0.2876074847337211
10866	MESH:D001321	8831	1	0.2874417397230064
4209	MESH:D008545	7852	1	0.2874106914617233
6846	MESH:D024821	2645	1	0.2873172758252616
2792	MESH:D011471	7490	1	0.2873130338182434
4680	MESH:D009103	23095	1	0.28723280003231016
10505	MESH:D007676	4868	1	0.2871841597007244
10584	MESH:D015535	10758	1	0.28717228047341165
5090	MESH:D003093	90865	1	0.2871076599301392
11668	MESH:D000740	4524	1	0.28702071479248914
6738	MESH:D014820	1493	1	0.2870043253043978
3957	MESH:D014846	3855	1	0.28699147312070544
45	MESH:D019337	673	1	0.2869516323766426
19208	MESH:D005910	595	0	0.2868999673947822
3293	MESH:D001749	1890	1	0.2868838703330258
17699	MESH:D005922	5657	0	0.28675138840381803
1013	MESH:D010190	84133	1	0.2867245357965304
3093	MESH:D013274	4313	1	0.2866741857944926
6315	MESH:D009765	79047	1	0.2866653088799793
5288	MESH:D001172	1803	1	0.2866224208547677
1649	MESH:D001943	6714	1	0.2865694412143431
2183	MESH:D004938	1026	1	0.2865182951364962
916	MESH:D010190	2641	1	0.28648337741729524
5294	MESH:D001172	2214	1	0.28646052948540274
13524	MESH:D001471	2261	0	0.2864399082240566
6088	MESH:D009765	2784	1	0.2864164574913263
6364	MESH:D002446	3115	1	0.28641636596452263
6345	MESH:D009765	338557	1	0.2863426753857352
16299	MESH:D003876	51561	0	0.286339476011576
3284	MESH:D001749	1026	1	0.2863139114090702
4337	MESH:D013736	7022	1	0.2861937490215853
994	MESH:D010190	7873	1	0.2861569313190099
11899	MESH:D001749	6615	0	0.2861471712621798
386	MESH:D019337	7535	1	0.2860899713289331
1898	MESH:D005910	2668	1	0.28605798794521115
7760	MESH:D010300	9627	1	0.2860070160229841
3042	MESH:D013274	2023	1	0.2859107889285169
7065	MESH:D001249	6441	1	0.2858262793528851
4993	MESH:D003093	973	1	0.2857821392997744
2576	MESH:D011471	2925	1	0.2857791570565857
5880	MESH:D017202	7941	1	0.2857695318250001
1158	MESH:D010051	207	1	0.2857277498591754
2978	MESH:D013274	174	1	0.28572068687295715
5058	MESH:D003093	7124	1	0.2857115891724173
1847	MESH:D005910	207	1	0.28569491457473906
3939	MESH:D009217	7030	1	0.285658147373681
4785	MESH:D003924	2784	1	0.2855192369903748
9148	MESH:D050197	4314	1	0.285515297611572
17654	MESH:D011471	3949	0	0.2854950179839355
6119	MESH:D009765	3485	1	0.28547884564606063
14654	MESH:D013274	8091	0	0.2854704868577325
6698	MESH:D008105	5244	1	0.2853252745135166
1738	MESH:D001943	10381	1	0.2853006572461423
16792	MESH:D012468	7031	0	0.2852579768279361
4180	MESH:D008545	6502	1	0.2852119208368007
3894	MESH:D013953	925	1	0.2851613336532772
10314	MESH:D006509	4599	1	0.2851279657472311
16034	MESH:D000544	7054	0	0.28512657306140143
3848	MESH:D009373	2249	1	0.285080118477458
4973	MESH:D003924	169792	1	0.2850658827653595
6420	MESH:D008180	941	1	0.2850522637034734
247	MESH:D019337	4255	1	0.2850360794290848
4997	MESH:D003093	1401	1	0.2849672850330601
1497	MESH:D001943	3417	1	0.28495332944606433
11275	MESH:D010195	1360	1	0.28491131588215235
2309	MESH:D004938	84417	1	0.2849097245438535
7489	MESH:D000544	3375	1	0.2848448281061061
2784	MESH:D011471	7367	1	0.2848369575705665
7295	MESH:D012559	9638	1	0.2847956758321735
2646	MESH:D011471	4316	1	0.28474260913957683
8735	MESH:D001528	1493	1	0.284688100429903
8762	MESH:D010001	8792	1	0.2846837114549228
799	MESH:D007680	7380	1	0.2846632011961938
4778	MESH:D003924	2642	1	0.2846366309540877
9335	MESH:D010024	121340	1	0.2846154641182128
7326	MESH:D012559	53826	1	0.2846153190050157
16194	MESH:D005910	6323	0	0.2845788365218482
20113	MESH:D007680	4036	0	0.28451114375519426
19057	MESH:D003424	80208	0	0.2844978869183178
16694	MESH:D001943	4192	0	0.2844939190195681
21881	MESH:D003876	3123	0	0.28445445417960724
817	MESH:D007680	9113	1	0.2844064732774077
5971	MESH:D017202	171389	1	0.28434054336805537
21211	MESH:D005910	5653	0	0.2843272837814538
3899	MESH:D013953	3815	1	0.2842894830299413
3815	MESH:D003110	8313	1	0.2842675537584153
3384	MESH:D001749	57412	1	0.2842381274551351
13015	MESH:D001749	4893	0	0.28422823407552045
4878	MESH:D003924	5770	1	0.28420939044485743
5341	MESH:D001172	3654	1	0.2842030639486813
11406	MESH:D010518	3586	1	0.28418453679682404
20222	MESH:D003424	1861	0	0.2841233911339557
16116	MESH:D006973	26291	0	0.2841154391079987
1997	MESH:D005910	9211	1	0.2840741604111883
9375	MESH:D007037	50506	1	0.2840516727171201
2350	MESH:D012468	3866	1	0.28400498385280154
4445	MESH:D003424	973	1	0.2839737557541228
11415	MESH:D010518	4312	1	0.2839573186842807
6470	MESH:D008180	3687	1	0.28391023365624923
2558	MESH:D011471	2263	1	0.2838993677988329
10095	MESH:D004827	6324	1	0.2838849732975065
68	MESH:D019337	924	1	0.28387101483488897
1765	MESH:D001943	23136	1	0.2837810330605082
243	MESH:D019337	4193	1	0.28376707279265395
568	MESH:D001932	2026	1	0.28371717751646114
14759	MESH:D008545	1436	0	0.2836554327789566
4887	MESH:D003924	6462	1	0.28357266726248864
2135	MESH:D000310	5925	1	0.2835081587462069
1378	MESH:D001943	1026	1	0.2834489372699086
18185	MESH:D003924	5467	0	0.28342827072104715
1395	MESH:D001943	1499	1	0.2833918300362076
1981	MESH:D005910	7153	1	0.2833139987208325
9849	MESH:D053713	8468	1	0.2832972624070297
6866	MESH:D024821	4023	1	0.28328388568864765
4048	MESH:D008545	2067	1	0.2832724904062195
18003	MESH:D001943	27101	0	0.28326404785184595
2783	MESH:D011471	7366	1	0.2832276721371429
8715	MESH:D012595	7128	1	0.2831468072548791
1209	MESH:D010051	4009	1	0.28306956378675074
17073	MESH:D011471	7074	0	0.282995394629859
21142	MESH:D001749	4583	0	0.28299151428269104
8759	MESH:D010001	4982	1	0.2829621907980617
12888	MESH:D019337	3054	0	0.28296092755744684
1226	MESH:D010051	5243	1	0.2829429640730427
5412	MESH:D001172	7133	1	0.28290910821244825
10404	MESH:D029424	10144	1	0.2828872572947401
784	MESH:D007680	6528	1	0.28285017170887555
11404	MESH:D010518	3576	1	0.2827655394174949
2926	MESH:D011471	55840	1	0.2827017021962361
7465	MESH:D000544	1808	1	0.2826521584753564
7232	MESH:D012559	4747	1	0.2826369654253706
6465	MESH:D008180	3600	1	0.28262808846046955
14369	MESH:D009373	63978	0	0.2824536171869796
201	MESH:D019337	3417	1	0.28229612648853936
6328	MESH:D009765	89866	1	0.2822525616859531
3368	MESH:D001749	8289	1	0.2821700075677602
3292	MESH:D001749	1728	1	0.2821221090238411
1538	MESH:D001943	4194	1	0.2820932077731147
3335	MESH:D001749	5328	1	0.2820926955701872
1275	MESH:D010051	9149	1	0.2820803419345217
20565	MESH:D012559	3106	0	0.2820250335812152
11427	MESH:D010518	6347	1	0.2819820054090142
17554	MESH:D012468	6794	0	0.2819737828856221
5762	MESH:D017202	4973	1	0.2818285162464487
756	MESH:D007680	4868	1	0.2818265337154397
6739	MESH:D014820	1638	1	0.28182481465305
751	MESH:D007680	4311	1	0.28174454462475296
1439	MESH:D001943	2173	1	0.2816177790332199
7833	MESH:D003876	6369	1	0.2815993859245696
2514	MESH:D011471	1499	1	0.28158741412652033
18858	MESH:D010051	4085	0	0.2815541871832252
7479	MESH:D000544	2904	1	0.2815247120540429
883	MESH:D010190	595	1	0.2814986817271883
1286	MESH:D010051	23213	1	0.28149517660481144
6535	MESH:D008180	51284	1	0.28139578112531755
7134	MESH:D001249	729238	1	0.28138522948401185
10109	MESH:D004827	6506	1	0.28137791354485553
1223	MESH:D010051	4978	1	0.28124550304099344
9837	MESH:D053713	367	1	0.2812314272228181
14468	MESH:D019337	8718	0	0.2811043729793735
10809	MESH:D001321	5020	1	0.2810883780826198
3032	MESH:D013274	1786	1	0.28108820170614296
17512	MESH:D000544	3565	0	0.2810848006265636
4029	MESH:D008545	1545	1	0.2810228462208155
11403	MESH:D010518	3569	1	0.2809751050192613
19105	MESH:D006111	943	0	0.2809710519774774
11151	MESH:D054990	727897	1	0.2809436720908895
128	MESH:D019337	1791	1	0.28092742178898794
6504	MESH:D008180	7133	1	0.28092195046770435
11068	MESH:D009290	6957	1	0.2808587795734225
8985	MESH:D000690	8878	1	0.2808322434321448
5395	MESH:D001172	6441	1	0.2808139977028329
807	MESH:D007680	8061	1	0.2807823363002753
19907	MESH:D001943	9928	0	0.280766361231057
2071	MESH:D014594	5241	1	0.2807544802106444
20016	MESH:D004938	10413	0	0.2807326799220665
878	MESH:D010190	207	1	0.2807263536561774
5226	MESH:D003922	64135	1	0.2807065790026021
2130	MESH:D000310	4613	1	0.2806709046929365
1586	MESH:D001943	5245	1	0.2806671883525015
4941	MESH:D003924	10891	1	0.2806593498303728
245	MESH:D019337	4233	1	0.2804893428337324
4823	MESH:D003924	3953	1	0.2804470452901332
3033	MESH:D013274	1789	1	0.2804446105150362
8914	MESH:D005901	134430	1	0.2804188985871942
7193	MESH:D012559	2903	1	0.2804080303009355
4350	MESH:D005706	2065	1	0.2804036548406934
8454	MESH:D006973	4524	1	0.2803562363946885
7308	MESH:D012559	10814	1	0.2803043933762357
11176	MESH:D001289	6616	1	0.28029388013229484
3804	MESH:D003110	5395	1	0.28028810388513664
9164	MESH:D050197	5327	1	0.2802850099785815
105	MESH:D019337	1378	1	0.2802778581087165
11604	MESH:D000740	2057	1	0.2802391375061136
8746	MESH:D001528	7124	1	0.2802337369995971
4234	MESH:D008545	10481	1	0.2801761211117226
116	MESH:D019337	1436	1	0.2801531326843598
5146	MESH:D003922	3115	1	0.2801493366919127
9342	MESH:D007037	1482	1	0.2801283963142175
19023	MESH:D012468	947	0	0.28010746023710154
11658	MESH:D000740	3704	1	0.28010510967268026
19165	MESH:D004938	2264	0	0.2800929551098695
3008	MESH:D013274	960	1	0.28009111937429776
2516	MESH:D011471	1509	1	0.2800497112440857
2846	MESH:D011471	10451	1	0.28003147573612763
17269	MESH:D003924	9518	0	0.27996574854201073
20485	MESH:D010051	6664	0	0.2798854071209038
1951	MESH:D005910	5155	1	0.27982306453165
6182	MESH:D009765	5444	1	0.27972454088253496
7252	MESH:D012559	5533	1	0.27968861604785905
5340	MESH:D001172	3627	1	0.27965525585392464
1955	MESH:D005910	5292	1	0.2796386212171566
11501	MESH:D005923	1286	1	0.2796045565611737
8619	MESH:D006973	10159	1	0.2795912645606192
6334	MESH:D009765	127018	1	0.2795840456978071
4095	MESH:D008545	3611	1	0.27957050202877776
11431	MESH:D010518	7099	1	0.27955969704026395
6491	MESH:D008180	6401	1	0.2795580478218083
3082	MESH:D013274	3814	1	0.2795419979168535
10276	MESH:D006509	925	1	0.2795376414372901
5292	MESH:D001172	2212	1	0.2795221532197769
16509	MESH:D019337	2064	0	0.2795207908020893
21452	MESH:D019337	2064	0	0.2795207908020893
1682	MESH:D001943	7422	1	0.2795169423110663
7876	MESH:D001714	1812	1	0.2794607585281227
10814	MESH:D001321	5080	1	0.2793528683621068
20050	MESH:D000544	1116	0	0.2793362845592513
3802	MESH:D003110	5290	1	0.2792879654484359
6436	MESH:D008180	1636	1	0.2792806847073884
824	MESH:D007680	9839	1	0.2792621723988781
1698	MESH:D001943	8204	1	0.27912288602503954
6443	MESH:D008180	2152	1	0.2790830830380435
3524	MESH:D008113	3172	1	0.278953955372118
11168	MESH:D001289	2917	1	0.27885752136989184
2065	MESH:D014594	4436	1	0.2788304893948708
6481	MESH:D008180	5133	1	0.2787302332078317
11432	MESH:D010518	7124	1	0.27858424411576843
3364	MESH:D001749	7515	1	0.2785525165834239
1436	MESH:D001943	2122	1	0.27855214242480025
11487	MESH:D019955	11128	1	0.2785371447173036
2710	MESH:D011471	5744	1	0.2784100045227144
10703	MESH:D001321	627	1	0.2783917769695
5307	MESH:D001172	3115	1	0.27834742492285913
1215	MESH:D010051	4313	1	0.27832252881241365
19984	MESH:D000544	9211	0	0.27827667207708856
12651	MESH:D008180	3383	0	0.27827363892255225
3849	MESH:D009373	2261	1	0.2782627391131423
7163	MESH:D012559	1742	1	0.2782433017282181
2090	MESH:D014594	8289	1	0.2782142322368786
3821	MESH:D003110	10395	1	0.27817041816710003
4084	MESH:D008545	3456	1	0.2781468545675648
9358	MESH:D007037	6528	1	0.2781243306789934
3299	MESH:D001749	2068	1	0.2781174182149969
7542	MESH:D000544	6285	1	0.2780836034041197
6958	MESH:D001249	1401	1	0.2780828123649906
7628	MESH:D006111	3559	1	0.27802939726504144
9362	MESH:D007037	7067	1	0.27802617519259715
19759	MESH:D001943	2252	0	0.278025768006788
922	MESH:D010190	3091	1	0.2780244630661872
4423	MESH:D001650	54474	1	0.2780229818235063
3797	MESH:D003110	4609	1	0.278000207093391
17435	MESH:D000544	1814	0	0.2779632724441131
11664	MESH:D000740	4153	1	0.2779626408504957
6035	MESH:D009765	1374	1	0.27795634157239024
16583	MESH:D007680	2348	0	0.2778356961573402
7061	MESH:D001249	6361	1	0.2778175566147593
348	MESH:D019337	6688	1	0.27777964451945075
11811	MESH:D016584	1392	1	0.2776143103794874
8290	MESH:D006973	1401	1	0.2776083717741221
903	MESH:D010190	1890	1	0.2775823556961675
5387	MESH:D001172	6347	1	0.2774938776546275
17415	MESH:D008545	8754	0	0.2774082259417353
21007	MESH:D001172	1435	0	0.2774056742612324
21601	MESH:D001172	1435	0	0.2774056742612324
3319	MESH:D001749	3852	1	0.2773544312934919
6520	MESH:D008180	10320	1	0.2773346152190028
15094	MESH:D007680	55165	0	0.2772810532749089
4817	MESH:D003924	3651	1	0.2772327973255932
14089	MESH:D008113	2521	0	0.27722242902156397
8357	MESH:D006973	2784	1	0.2771998413547546
15783	MESH:D012468	4292	0	0.2771788678480425
2588	MESH:D011471	3091	1	0.27717132156602564
956	MESH:D010190	5328	1	0.2771642269201845
3094	MESH:D013274	4318	1	0.27715629448610857
2737	MESH:D011471	6714	1	0.27715056729985243
8755	MESH:D010001	632	1	0.2771290382338097
6371	MESH:D002446	3605	1	0.27698403717099146
4856	MESH:D003924	5078	1	0.27693110439516283
2643	MESH:D011471	4292	1	0.2769030657431861
5336	MESH:D001172	3600	1	0.27686717594989263
20954	MESH:D001749	4313	0	0.2767996882022563
6419	MESH:D008180	939	1	0.2767993351646547
21349	MESH:D003110	2272	0	0.2767877874723092
1517	MESH:D001943	3791	1	0.27670652183425243
1401	MESH:D001943	1586	1	0.2766920544261953
11365	MESH:D053040	1184	1	0.2766820669299561
2518	MESH:D011471	1545	1	0.2766796279386052
1455	MESH:D001943	2625	1	0.2766432546075412
5244	MESH:D001172	326	1	0.2765847028046988
156	MESH:D019337	2526	1	0.2765720760663191
7130	MESH:D001249	222256	1	0.27653478669487663
7986	MESH:D013167	84639	1	0.2765003166844739
2807	MESH:D011471	8600	1	0.27646638133046586
4862	MESH:D003924	5176	1	0.2764461301706771
14129	MESH:D008180	3553	0	0.27642355337274505
8705	MESH:D012595	4312	1	0.2764059405819827
146	MESH:D019337	2261	1	0.27639814009534497
4099	MESH:D008545	3685	1	0.2763931954478512
981	MESH:D010190	6774	1	0.2763793816446257
21177	MESH:D011471	56287	0	0.2763729783636069
4950	MESH:D003924	51738	1	0.2763601608156096
7413	MESH:D008881	338567	1	0.2763593387438452
6973	MESH:D001249	2206	1	0.2763053025363456
1535	MESH:D001943	4089	1	0.2762883377152255
1732	MESH:D001943	9968	1	0.2762774988126668
4059	MESH:D008545	2321	1	0.27616256099631586
909	MESH:D010190	2202	1	0.276161860665603
3783	MESH:D003110	1956	1	0.2760993036240486
4210	MESH:D008545	7980	1	0.2760986275662499
11059	MESH:D009290	3117	1	0.27609028188028456
8428	MESH:D006973	3952	1	0.27607772149947585
2275	MESH:D004938	7515	1	0.2760582246872557
2449	MESH:D011471	207	1	0.2760408396878844
11138	MESH:D054990	4088	1	0.2760092039867739
7998	MESH:D011085	367	1	0.2759503553435407
2171	MESH:D004938	596	1	0.27590669505400084
4602	MESH:D009103	3126	1	0.2758025018386351
10636	MESH:D016640	54901	1	0.2757737692614654
17388	MESH:D001749	7039	0	0.2757668238279076
2717	MESH:D011471	6041	1	0.27575021197374794
9974	MESH:D004827	2566	1	0.2757358385947937
9194	MESH:D050197	7099	1	0.27572880208196465
12923	MESH:D003093	10673	0	0.2756682368367058
10235	MESH:D004827	57468	1	0.27559864805551354
4564	MESH:D009103	361	1	0.2755953591644773
4188	MESH:D008545	6774	1	0.2755554911914514
5035	MESH:D003093	4353	1	0.275552394816652
7397	MESH:D008881	6863	1	0.2755351363378161
4027	MESH:D008545	1493	1	0.2754796129061525
2487	MESH:D011471	857	1	0.27546355675600925
11690	MESH:D000740	6007	1	0.2754526070562529
7181	MESH:D012559	2561	1	0.2754398275955036
11654	MESH:D000740	3562	1	0.27541474222984985
8081	MESH:D011085	6770	1	0.2753857831317036
6455	MESH:D008180	3394	1	0.2753532837768419
11001	MESH:D002311	8048	1	0.2753269210196491
6185	MESH:D009765	5467	1	0.27531892650997103
2844	MESH:D011471	10417	1	0.2752852457226401
1585	MESH:D001943	5243	1	0.27527846161351305
6669	MESH:D008105	1493	1	0.2752722744104268
8768	MESH:D007918	920	1	0.2752545872710906
18990	MESH:D014820	7297	0	0.2752204928085411
6517	MESH:D008180	10019	1	0.2751936521772224
1390	MESH:D001943	1436	1	0.2751099106463993
6344	MESH:D009765	257194	1	0.27510928029236936
2302	MESH:D004938	51741	1	0.2750866541328019
3772	MESH:D003110	673	1	0.27504952135082
11745	MESH:D000740	10661	1	0.2750357703770593
5293	MESH:D001172	2213	1	0.2750320962065127
10953	MESH:D002311	1636	1	0.2750044104709546
8990	MESH:D000690	10133	1	0.2749902482044965
7559	MESH:D000544	7167	1	0.27494432971206395
21592	MESH:D013274	3397	0	0.2749413341328617
1043	MESH:D012878	4436	1	0.2749407617349094
5249	MESH:D001172	632	1	0.2749290494606722
7594	MESH:D000544	51107	1	0.2749001173022473
6184	MESH:D009765	5465	1	0.2748962839539541
2201	MESH:D004938	1890	1	0.2748851976931601
6186	MESH:D009765	5468	1	0.2748741293434812
3850	MESH:D009373	2526	1	0.27482436570053803
450	MESH:D019337	10892	1	0.2748200289177181
10522	MESH:D007676	6311	1	0.27477351670061895
8466	MESH:D006973	4846	1	0.2747457103262961
1518	MESH:D001943	3815	1	0.2746826511461594
8961	MESH:D000690	4747	1	0.2746124138940846
4621	MESH:D009103	3605	1	0.274604579297707
6753	MESH:D014820	8924	1	0.27457155437485953
1253	MESH:D010051	7038	1	0.27455495905886684
15228	MESH:D010040	7466	0	0.2745295665483897
10610	MESH:D015433	4036	1	0.2744828508286765
20136	MESH:D000740	3952	0	0.2744486017559159
11304	MESH:D010195	3816	1	0.2744377120713808
9135	MESH:D050197	3605	1	0.27439870254313564
499	MESH:D019337	55294	1	0.2741795877636117
9791	MESH:D005922	64092	1	0.27413126293994433
11429	MESH:D010518	7076	1	0.27409211371854675
11655	MESH:D000740	3569	1	0.2740691074018887
6964	MESH:D001249	1636	1	0.27405931382366483
4546	MESH:D003424	120892	1	0.27402037305932897
352	MESH:D019337	6774	1	0.2739369556494552
16510	MESH:D003093	6927	0	0.27389988995347797
11575	MESH:D000740	920	1	0.27388041560650384
21836	MESH:D008545	6714	0	0.2738777550226041
4019	MESH:D008545	1236	1	0.2738569969066394
7973	MESH:D013167	7124	1	0.27383886604588104
18383	MESH:D001943	1191	0	0.2738331801388847
1540	MESH:D001943	4214	1	0.2738081733964972
12517	MESH:D000544	3605	0	0.2738023821784034
780	MESH:D007680	6423	1	0.2737557794443886
2583	MESH:D011471	2947	1	0.27374295700784795
20540	MESH:D019337	1956	0	0.2737280213354048
16210	MESH:D019337	1956	0	0.2737280213354048
387	MESH:D019337	7704	1	0.27371123108700585
7348	MESH:D012559	84152	1	0.2737047160848157
4047	MESH:D008545	2066	1	0.2736266430692042
15064	MESH:D008180	51135	0	0.27361428318303826
7139	MESH:D012559	348	1	0.2734912594941463
7764	MESH:D010300	11315	1	0.2734534992740341
7836	MESH:D003876	6778	1	0.2734515167381877
8062	MESH:D011085	5443	1	0.2734484871025519
267	MESH:D019337	4684	1	0.27343050337560804
7793	MESH:D003876	973	1	0.27340721716403943
18767	MESH:D007037	6331	0	0.2732269154274805
1750	MESH:D001943	10855	1	0.2732129222610674
7463	MESH:D000544	1742	1	0.2731960486676876
6049	MESH:D009765	1675	1	0.2731423228610388
7513	MESH:D000544	4803	1	0.27313636336046954
9186	MESH:D050197	6646	1	0.2731329150899856
35	MESH:D019337	596	1	0.27309244489834883
6763	MESH:D014820	64135	1	0.27306770942896785
7953	MESH:D001714	160851	1	0.2730317601680739
6500	MESH:D008180	7099	1	0.2730073535565273
4165	MESH:D008545	5743	1	0.2729669246985799
11904	MESH:D013274	6424	0	0.2729319025795049
9262	MESH:D010024	2099	1	0.2729031330557511
21712	MESH:D011471	4089	0	0.2728949305587837
15292	MESH:D013274	675	0	0.2728591665034285
8718	MESH:D012595	8741	1	0.2728271675108511
4042	MESH:D008545	1969	1	0.2727686043462251
844	MESH:D007680	54790	1	0.2727326695781708
2006	MESH:D005910	22933	1	0.27263257826422604
3012	MESH:D013274	1026	1	0.27260579096653986
10544	MESH:D007676	9370	1	0.2725701065322946
5046	MESH:D003093	5743	1	0.2723895515192842
9340	MESH:D007037	632	1	0.2723837331863168
11637	MESH:D000740	3047	1	0.2723350163528083
14542	MESH:D019337	7409	0	0.2721496258526254
10390	MESH:D029424	6649	1	0.2720609323396088
3895	MESH:D013953	1029	1	0.2720386171370706
13792	MESH:D011471	3265	0	0.2719468475319289
9467	MESH:D005922	3123	1	0.2718884411035781
11246	MESH:D003866	7166	1	0.27183080647652524
391	MESH:D019337	7994	1	0.27174743328718554
110	MESH:D019337	1399	1	0.2717004445941195
2049	MESH:D014594	2956	1	0.2716942355105432
6861	MESH:D024821	3667	1	0.27164144800420725
1364	MESH:D001943	857	1	0.27161338733498736
21818	MESH:D012559	54903	0	0.2715992757507742
6834	MESH:D024821	1071	1	0.2715222200831412
363	MESH:D019337	7015	1	0.27151264584048485
1532	MESH:D001943	4017	1	0.271478316346873
9062	MESH:D009080	80271	1	0.2714747904419197
14414	MESH:D008577	92140	0	0.27147117452343683
12843	MESH:D012468	238	0	0.2714375939651017
4115	MESH:D008545	4170	1	0.2714195382753627
993	MESH:D010190	7490	1	0.2714053731237367
9090	MESH:D050197	949	1	0.27139540435951565
2052	MESH:D014594	3207	1	0.2713605352911888
3300	MESH:D001749	2072	1	0.27135701779267685
4383	MESH:D008577	23136	1	0.2713395971294796
4940	MESH:D003924	10644	1	0.2713143007281865
10112	MESH:D004827	6529	1	0.2712989347845345
1560	MESH:D001943	4683	1	0.27128741817520097
7254	MESH:D012559	5617	1	0.27123761856828776
11826	MESH:D000163	925	1	0.2712041355884574
6416	MESH:D008180	919	1	0.27118907497052497
5261	MESH:D001172	920	1	0.2711707847075087
1208	MESH:D010051	3855	1	0.2711620784670875
353	MESH:D019337	6776	1	0.2711454707700285
4800	MESH:D003924	3172	1	0.2711356335763159
5026	MESH:D003093	3663	1	0.2711199851954598
9844	MESH:D053713	5940	1	0.2711086688801763
6120	MESH:D009765	3486	1	0.2710287768239931
1722	MESH:D001943	9582	1	0.2709968199357092
10318	MESH:D006509	5133	1	0.2709638627305254
7262	MESH:D012559	6529	1	0.2709518212492802
7041	MESH:D001249	5141	1	0.2709386349012692
9339	MESH:D007037	551	1	0.2709260727351109
14799	MESH:D001749	9839	0	0.2708934408208492
4851	MESH:D003924	4879	1	0.27088022992155075
17279	MESH:D000740	1471	0	0.2708576166051264
6415	MESH:D008180	721	1	0.2708477107126939
7378	MESH:D008881	3350	1	0.27082624793278776
14807	MESH:D011471	4214	0	0.2708218442499156
3997	MESH:D008545	682	1	0.27080667077364484
1446	MESH:D001943	2260	1	0.27074780931201065
2496	MESH:D011471	1026	1	0.2707463523873007
4900	MESH:D003924	6720	1	0.27070075340702204
7530	MESH:D000544	5582	1	0.2706759841614016
9280	MESH:D010024	3952	1	0.2706753065321765
1441	MESH:D001943	2202	1	0.2706424142954953
12672	MESH:D005910	9194	0	0.2706274758155677
19143	MESH:D019337	4102	0	0.2705675636883472
356	MESH:D019337	6850	1	0.2705523302769653
1719	MESH:D001943	9473	1	0.27051343886427714
7753	MESH:D010300	7054	1	0.2704972290644769
287	MESH:D019337	5243	1	0.270463158921757
7240	MESH:D012559	4929	1	0.2704554152592768
5010	MESH:D003093	3123	1	0.27039550324307104
5154	MESH:D003922	3382	1	0.27037901499159483
3799	MESH:D003110	4953	1	0.2703111918827605
5211	MESH:D003922	23274	1	0.27030071512043186
3434	MESH:D010524	6598	1	0.27026473064656986
7261	MESH:D012559	6505	1	0.27024475265692216
5182	MESH:D003922	5771	1	0.2702212458548621
4388	MESH:D001650	1956	1	0.27016078628819434
7374	MESH:D008881	1636	1	0.2701186083508338
6894	MESH:D024821	10062	1	0.2701034653695077
3334	MESH:D001749	5245	1	0.2700737562067688
17038	MESH:D007822	9947	0	0.2700702050252957
19059	MESH:D001943	9547	0	0.2700301642958488
5416	MESH:D001172	7189	1	0.2700185646551735
6408	MESH:D008180	639	1	0.27000868776559617
16195	MESH:D004938	6596	0	0.2700015858331336
5221	MESH:D003922	55328	1	0.2699966607347304
10715	MESH:D001321	1312	1	0.2699691234278901
15583	MESH:D000544	5816	0	0.26992094067127426
18599	MESH:D011471	1019	0	0.2699131494594101
17841	MESH:D001714	5617	0	0.2699021676808427
4126	MESH:D008545	4313	1	0.2698388824214934
7258	MESH:D012559	5816	1	0.2698296924288465
846	MESH:D007680	55193	1	0.2698276460403952
971	MESH:D010190	6469	1	0.2697794737871126
7272	MESH:D012559	6925	1	0.2697441514020127
1138	MESH:D001859	8792	1	0.2697032090299826
4585	MESH:D009103	1493	1	0.2696595806389317
1945	MESH:D005910	4853	1	0.2696453166130599
514	MESH:D019337	64324	1	0.2696350439276199
3308	MESH:D001749	2944	1	0.26961164345834443
11682	MESH:D000740	5617	1	0.2695971927964922
10574	MESH:D015535	3593	1	0.2695855256701295
5900	MESH:D017202	9518	1	0.26946833294833394
7903	MESH:D001714	4729	1	0.2693696223916396
11499	MESH:D005923	1282	1	0.2693461865829261
6685	MESH:D008105	3855	1	0.2693158415053745
5602	MESH:D017202	1636	1	0.269304931070861
6487	MESH:D008180	5788	1	0.26929529969873484
