Unnamed: 0	disease	gene	class	dummy_score
5093	MESH:D003093	146198	1	1
5094	MESH:D003093	149233	1	0
5095	MESH:D003093	150962	1	0
5096	MESH:D003093	159296	1	0
5097	MESH:D003093	201266	1	0
5098	MESH:D003093	219333	1	1
5099	MESH:D003093	219771	1	1
5100	MESH:D003093	345611	1	0
5101	MESH:D003093	400935	1	1
5102	MESH:D003093	441168	1	0
5103	MESH:D003093	100507436	1	0
5104	MESH:D003093	100996485	1	1
5105	MESH:D003922	153	1	1
5106	MESH:D003922	199	1	1
5107	MESH:D003922	213	1	0
5108	MESH:D003922	345	1	0
5109	MESH:D003922	356	1	0
5110	MESH:D003922	567	1	0
5111	MESH:D003922	677	1	1
5112	MESH:D003922	836	1	0
5113	MESH:D003922	847	1	0
5114	MESH:D003922	868	1	0
5115	MESH:D003922	920	1	0
5116	MESH:D003922	925	1	1
5117	MESH:D003922	941	1	1
5118	MESH:D003922	942	1	1
5119	MESH:D003922	952	1	1
5120	MESH:D003922	959	1	1
5121	MESH:D003922	969	1	1
5122	MESH:D003922	973	1	1
5123	MESH:D003922	1019	1	0
5124	MESH:D003922	1129	1	1
5125	MESH:D003922	1234	1	1
5126	MESH:D003922	1356	1	0
5127	MESH:D003922	1401	1	1
5128	MESH:D003922	1444	1	0
5129	MESH:D003922	1493	1	0
5130	MESH:D003922	1512	1	1
5131	MESH:D003922	1636	1	0
5132	MESH:D003922	1649	1	1
5133	MESH:D003922	1843	1	0
5134	MESH:D003922	1861	1	0
5135	MESH:D003922	1869	1	1
5136	MESH:D003922	1956	1	1
5137	MESH:D003922	2065	1	1
5138	MESH:D003922	2571	1	0
5139	MESH:D003922	2572	1	0
5140	MESH:D003922	2641	1	1
5141	MESH:D003922	2952	1	0
5142	MESH:D003922	3039	1	1
5143	MESH:D003922	3040	1	1
5144	MESH:D003922	3105	1	0
5145	MESH:D003922	3106	1	1
5146	MESH:D003922	3115	1	1
5147	MESH:D003922	3117	1	1
5148	MESH:D003922	3119	1	1
5149	MESH:D003922	3123	1	1
5150	MESH:D003922	3133	1	0
5151	MESH:D003922	3240	1	1
5152	MESH:D003922	3291	1	0
5153	MESH:D003922	3375	1	1
5154	MESH:D003922	3382	1	1
5155	MESH:D003922	3458	1	0
5156	MESH:D003922	3460	1	1
5157	MESH:D003922	3479	1	1
5158	MESH:D003922	3481	1	1
5159	MESH:D003922	3484	1	1
5160	MESH:D003922	3553	1	1
5161	MESH:D003922	3554	1	1
5162	MESH:D003922	3558	1	0
5163	MESH:D003922	3559	1	1
5164	MESH:D003922	3565	1	1
5165	MESH:D003922	3569	1	1
5166	MESH:D003922	3586	1	0
5167	MESH:D003922	3627	1	1
5168	MESH:D003922	3630	1	1
5169	MESH:D003922	3651	1	1
5170	MESH:D003922	3710	1	0
5171	MESH:D003922	3767	1	1
5172	MESH:D003922	3898	1	0
5173	MESH:D003922	3958	1	1
5174	MESH:D003922	4008	1	0
5175	MESH:D003922	4842	1	1
5176	MESH:D003922	4843	1	1
5177	MESH:D003922	4846	1	1
5178	MESH:D003922	4938	1	1
5179	MESH:D003922	5078	1	0
5180	MESH:D003922	5551	1	1
5181	MESH:D003922	5588	1	1
5182	MESH:D003922	5771	1	0
5183	MESH:D003922	5798	1	0
5184	MESH:D003922	5799	1	0
5185	MESH:D003922	6356	1	1
5186	MESH:D003922	6364	1	1
5187	MESH:D003922	6402	1	1
5188	MESH:D003922	6556	1	0
5189	MESH:D003922	6571	1	1
5190	MESH:D003922	6648	1	1
5191	MESH:D003922	6750	1	0
5192	MESH:D003922	6774	1	1
5193	MESH:D003922	6775	1	1
5194	MESH:D003922	6833	1	1
5195	MESH:D003922	6927	1	1
5196	MESH:D003922	7124	1	0
5197	MESH:D003922	7292	1	0
5198	MESH:D003922	7297	1	0
5199	MESH:D003922	7409	1	1
5200	MESH:D003922	7421	1	0
5201	MESH:D003922	7528	1	1
5202	MESH:D003922	8718	1	1
5203	MESH:D003922	8797	1	1
5204	MESH:D003922	8913	1	0
5205	MESH:D003922	8935	1	1
5206	MESH:D003922	9131	1	1
5207	MESH:D003922	10019	1	0
5208	MESH:D003922	10666	1	1
5209	MESH:D003922	22979	1	0
5210	MESH:D003922	23242	1	1
5211	MESH:D003922	23274	1	1
5212	MESH:D003922	25865	1	0
5213	MESH:D003922	26191	1	0
5214	MESH:D003922	26291	1	0
5215	MESH:D003922	29949	1	1
5216	MESH:D003922	50604	1	1
5217	MESH:D003922	50943	1	1
5218	MESH:D003922	51083	1	1
5219	MESH:D003922	53347	1	0
5220	MESH:D003922	55315	1	1
5221	MESH:D003922	55328	1	1
5222	MESH:D003922	55340	1	0
5223	MESH:D003922	55423	1	1
5224	MESH:D003922	57818	1	0
5225	MESH:D003922	60468	1	0
5226	MESH:D003922	64135	1	1
5227	MESH:D003922	83879	1	1
5228	MESH:D003922	94103	1	1
5229	MESH:D003922	114904	1	0
5230	MESH:D003922	169792	1	0
5231	MESH:D003922	246778	1	0
5232	MESH:D003922	387082	1	0
5233	MESH:D003922	387103	1	1
5234	MESH:D003922	723961	1	0
5235	MESH:D003922	100506742	1	0
5236	MESH:D001172	54	1	0
5237	MESH:D001172	156	1	1
5238	MESH:D001172	176	1	0
5239	MESH:D001172	177	1	1
5240	MESH:D001172	196	1	0
5241	MESH:D001172	213	1	1
5242	MESH:D001172	240	1	0
5243	MESH:D001172	306	1	0
5244	MESH:D001172	326	1	1
5245	MESH:D001172	332	1	1
5246	MESH:D001172	355	1	1
5247	MESH:D001172	356	1	1
5248	MESH:D001172	624	1	0
5249	MESH:D001172	632	1	0
5250	MESH:D001172	633	1	1
5251	MESH:D001172	639	1	1
5252	MESH:D001172	640	1	1
5253	MESH:D001172	708	1	1
5254	MESH:D001172	718	1	0
5255	MESH:D001172	727	1	0
5256	MESH:D001172	800	1	0
5257	MESH:D001172	847	1	1
5258	MESH:D001172	861	1	0
5259	MESH:D001172	914	1	1
5260	MESH:D001172	916	1	0
5261	MESH:D001172	920	1	0
5262	MESH:D001172	921	1	1
5263	MESH:D001172	925	1	1
5264	MESH:D001172	940	1	1
5265	MESH:D001172	941	1	0
5266	MESH:D001172	958	1	0
5267	MESH:D001172	959	1	1
5268	MESH:D001172	965	1	1
5269	MESH:D001172	968	1	0
5270	MESH:D001172	969	1	0
5271	MESH:D001172	973	1	1
5272	MESH:D001172	1021	1	0
5273	MESH:D001172	1041	1	1
5274	MESH:D001172	1116	1	0
5275	MESH:D001172	1234	1	0
5276	MESH:D001172	1235	1	1
5277	MESH:D001172	1280	1	0
5278	MESH:D001172	1311	1	0
5279	MESH:D001172	1401	1	0
5280	MESH:D001172	1404	1	0
5281	MESH:D001172	1437	1	1
5282	MESH:D001172	1493	1	0
5283	MESH:D001172	1509	1	0
5284	MESH:D001172	1513	1	1
5285	MESH:D001172	1524	1	1
5286	MESH:D001172	1656	1	0
5287	MESH:D001172	1776	1	0
5288	MESH:D001172	1803	1	1
5289	MESH:D001172	1827	1	1
5290	MESH:D001172	2023	1	1
5291	MESH:D001172	2113	1	0
5292	MESH:D001172	2212	1	1
5293	MESH:D001172	2213	1	0
5294	MESH:D001172	2214	1	0
5295	MESH:D001172	2289	1	0
5296	MESH:D001172	2312	1	0
5297	MESH:D001172	2335	1	0
5298	MESH:D001172	2625	1	1
5299	MESH:D001172	2638	1	1
5300	MESH:D001172	2870	1	0
5301	MESH:D001172	2908	1	1
5302	MESH:D001172	2920	1	1
5303	MESH:D001172	3002	1	0
5304	MESH:D001172	3059	1	0
5305	MESH:D001172	3105	1	0
5306	MESH:D001172	3106	1	1
5307	MESH:D001172	3115	1	0
5308	MESH:D001172	3117	1	1
5309	MESH:D001172	3118	1	1
5310	MESH:D001172	3119	1	0
5311	MESH:D001172	3123	1	1
5312	MESH:D001172	3127	1	0
5313	MESH:D001172	3146	1	1
5314	MESH:D001172	3181	1	0
5315	MESH:D001172	3236	1	1
5316	MESH:D001172	3237	1	0
5317	MESH:D001172	3239	1	1
5318	MESH:D001172	3329	1	0
5319	MESH:D001172	3383	1	0
5320	MESH:D001172	3394	1	0
5321	MESH:D001172	3458	1	1
5322	MESH:D001172	3516	1	0
5323	MESH:D001172	3552	1	0
5324	MESH:D001172	3553	1	1
5325	MESH:D001172	3557	1	1
5326	MESH:D001172	3558	1	0
5327	MESH:D001172	3559	1	0
5328	MESH:D001172	3560	1	0
5329	MESH:D001172	3565	1	1
5330	MESH:D001172	3566	1	0
5331	MESH:D001172	3569	1	0
5332	MESH:D001172	3570	1	1
5333	MESH:D001172	3572	1	1
5334	MESH:D001172	3576	1	0
5335	MESH:D001172	3586	1	0
5336	MESH:D001172	3600	1	0
5337	MESH:D001172	3604	1	1
5338	MESH:D001172	3605	1	0
5339	MESH:D001172	3606	1	1
5340	MESH:D001172	3627	1	1
5341	MESH:D001172	3654	1	1
5342	MESH:D001172	3663	1	1
5343	MESH:D001172	3684	1	1
5344	MESH:D001172	3798	1	1
5345	MESH:D001172	3899	1	0
5346	MESH:D001172	3934	1	1
5347	MESH:D001172	3952	1	0
5348	MESH:D001172	4153	1	1
5349	MESH:D001172	4218	1	1
5350	MESH:D001172	4261	1	0
5351	MESH:D001172	4282	1	1
5352	MESH:D001172	4312	1	1
5353	MESH:D001172	4313	1	0
5354	MESH:D001172	4314	1	1
5355	MESH:D001172	4318	1	1
5356	MESH:D001172	4322	1	1
5357	MESH:D001172	4323	1	0
5358	MESH:D001172	4353	1	0
5359	MESH:D001172	4520	1	0
5360	MESH:D001172	4524	1	1
5361	MESH:D001172	4688	1	1
5362	MESH:D001172	4772	1	1
5363	MESH:D001172	4790	1	1
5364	MESH:D001172	4794	1	1
5365	MESH:D001172	4795	1	0
5366	MESH:D001172	4843	1	1
5367	MESH:D001172	4846	1	1
5368	MESH:D001172	4879	1	1
5369	MESH:D001172	4982	1	1
5370	MESH:D001172	5138	1	0
5371	MESH:D001172	5341	1	0
5372	MESH:D001172	5443	1	0
5373	MESH:D001172	5444	1	0
5374	MESH:D001172	5453	1	0
5375	MESH:D001172	5469	1	1
5376	MESH:D001172	5588	1	0
5377	MESH:D001172	5599	1	0
5378	MESH:D001172	5657	1	1
5379	MESH:D001172	5743	1	1
5380	MESH:D001172	5747	1	1
5381	MESH:D001172	5771	1	1
5382	MESH:D001172	5788	1	1
5383	MESH:D001172	5890	1	1
5384	MESH:D001172	5911	1	0
5385	MESH:D001172	5966	1	1
5386	MESH:D001172	6288	1	0
5387	MESH:D001172	6347	1	1
5388	MESH:D001172	6348	1	1
5389	MESH:D001172	6352	1	0
5390	MESH:D001172	6355	1	0
5391	MESH:D001172	6366	1	1
5392	MESH:D001172	6372	1	0
5393	MESH:D001172	6387	1	1
5394	MESH:D001172	6401	1	1
5395	MESH:D001172	6441	1	0
5396	MESH:D001172	6556	1	1
5397	MESH:D001172	6583	1	1
5398	MESH:D001172	6648	1	1
5399	MESH:D001172	6696	1	1
5400	MESH:D001172	6772	1	0
5401	MESH:D001172	6775	1	0
5402	MESH:D001172	6850	1	1
5403	MESH:D001172	7006	1	1
5404	MESH:D001172	7040	1	1
5405	MESH:D001172	7076	1	1
5406	MESH:D001172	7090	1	1
5407	MESH:D001172	7099	1	0
5408	MESH:D001172	7112	1	0
5409	MESH:D001172	7124	1	1
5410	MESH:D001172	7128	1	0
5411	MESH:D001172	7132	1	0
5412	MESH:D001172	7133	1	1
5413	MESH:D001172	7157	1	0
5414	MESH:D001172	7163	1	1
5415	MESH:D001172	7185	1	0
5416	MESH:D001172	7189	1	1
5417	MESH:D001172	7297	1	1
5418	MESH:D001172	7321	1	1
5419	MESH:D001172	7412	1	0
5420	MESH:D001172	7421	1	0
5421	MESH:D001172	7422	1	1
5422	MESH:D001172	7535	1	1
5423	MESH:D001172	7538	1	1
5424	MESH:D001172	7738	1	0
5425	MESH:D001172	7980	1	0
5426	MESH:D001172	8320	1	0
5427	MESH:D001172	8600	1	1
5428	MESH:D001172	8604	1	1
5429	MESH:D001172	8718	1	1
5430	MESH:D001172	8741	1	1
5431	MESH:D001172	8764	1	1
5432	MESH:D001172	8797	1	0
5433	MESH:D001172	8838	1	0
5434	MESH:D001172	9141	1	0
5435	MESH:D001172	9145	1	1
5436	MESH:D001172	9235	1	0
5437	MESH:D001172	9308	1	1
5438	MESH:D001172	9355	1	1
5439	MESH:D001172	9370	1	0
5440	MESH:D001172	9415	1	0
5441	MESH:D001172	9474	1	0
5442	MESH:D001172	9536	1	1
5443	MESH:D001172	9702	1	0
5444	MESH:D001172	9966	1	1
5445	MESH:D001172	10019	1	0
5446	MESH:D001172	10125	1	0
5447	MESH:D001172	10563	1	0
5448	MESH:D001172	10586	1	1
5449	MESH:D001172	10666	1	0
5450	MESH:D001172	10673	1	0
5451	MESH:D001172	10678	1	0
5452	MESH:D001172	22806	1	1
5453	MESH:D001172	23228	1	0
5454	MESH:D001172	23569	1	1
5455	MESH:D001172	26191	1	1
5456	MESH:D001172	29851	1	0
5457	MESH:D001172	50943	1	1
5458	MESH:D001172	51061	1	1
5459	MESH:D001172	51561	1	0
5460	MESH:D001172	51744	1	1
5461	MESH:D001172	53347	1	1
5462	MESH:D001172	54826	1	1
5463	MESH:D001172	54899	1	0
5464	MESH:D001172	55289	1	1
5465	MESH:D001172	55755	1	0
5466	MESH:D001172	55905	1	0
5467	MESH:D001172	55971	1	1
5468	MESH:D001172	56246	1	1
5469	MESH:D001172	56729	1	1
5470	MESH:D001172	57511	1	1
5471	MESH:D001172	57705	1	1
5472	MESH:D001172	59067	1	1
5473	MESH:D001172	79258	1	0
5474	MESH:D001172	79722	1	0
5475	MESH:D001172	79837	1	0
5476	MESH:D001172	79841	1	0
5477	MESH:D001172	79977	1	1
5478	MESH:D001172	80267	1	1
5479	MESH:D001172	81567	1	0
5480	MESH:D001172	81606	1	0
5481	MESH:D001172	81849	1	0
5482	MESH:D001172	84159	1	0
5483	MESH:D001172	84447	1	0
5484	MESH:D001172	84709	1	1
5485	MESH:D001172	90355	1	0
5486	MESH:D001172	115352	1	0
5487	MESH:D001172	117289	1	1
5488	MESH:D001172	122618	1	1
5489	MESH:D001172	130540	1	1
5490	MESH:D001172	145946	1	0
5491	MESH:D001172	151056	1	0
5492	MESH:D001172	160364	1	1
5493	MESH:D001172	200734	1	1
5494	MESH:D001172	219790	1	0
5495	MESH:D001172	220929	1	0
5496	MESH:D001172	221895	1	1
5497	MESH:D001172	283742	1	0
5498	MESH:D001172	285704	1	1
5499	MESH:D001172	340351	1	1
5500	MESH:D001172	652968	1	1
5501	MESH:D001172	653361	1	0
5502	MESH:D017202	19	1	0
5503	MESH:D017202	28	1	1
5504	MESH:D017202	60	1	0
5505	MESH:D017202	91	1	0
5506	MESH:D017202	133	1	1
5507	MESH:D017202	134	1	0
5508	MESH:D017202	140	1	1
5509	MESH:D017202	153	1	1
5510	MESH:D017202	154	1	1
5511	MESH:D017202	166	1	1
5512	MESH:D017202	177	1	1
5513	MESH:D017202	183	1	1
5514	MESH:D017202	185	1	0
5515	MESH:D017202	203	1	1
5516	MESH:D017202	207	1	0
5517	MESH:D017202	213	1	1
5518	MESH:D017202	217	1	0
5519	MESH:D017202	226	1	0
5520	MESH:D017202	231	1	0
5521	MESH:D017202	284	1	1
5522	MESH:D017202	285	1	1
5523	MESH:D017202	308	1	0
5524	MESH:D017202	332	1	0
5525	MESH:D017202	334	1	0
5526	MESH:D017202	335	1	1
5527	MESH:D017202	336	1	0
5528	MESH:D017202	337	1	1
5529	MESH:D017202	338	1	0
5530	MESH:D017202	345	1	0
5531	MESH:D017202	348	1	0
5532	MESH:D017202	374	1	0
5533	MESH:D017202	389	1	0
5534	MESH:D017202	406	1	0
5535	MESH:D017202	462	1	1
5536	MESH:D017202	476	1	0
5537	MESH:D017202	488	1	0
5538	MESH:D017202	490	1	0
5539	MESH:D017202	495	1	0
5540	MESH:D017202	552	1	0
5541	MESH:D017202	581	1	0
5542	MESH:D017202	595	1	0
5543	MESH:D017202	596	1	1
5544	MESH:D017202	598	1	1
5545	MESH:D017202	623	1	0
5546	MESH:D017202	624	1	0
5547	MESH:D017202	713	1	0
5548	MESH:D017202	718	1	1
5549	MESH:D017202	730	1	0
5550	MESH:D017202	731	1	0
5551	MESH:D017202	732	1	0
5552	MESH:D017202	738	1	0
5553	MESH:D017202	811	1	0
5554	MESH:D017202	817	1	1
5555	MESH:D017202	821	1	1
5556	MESH:D017202	836	1	0
5557	MESH:D017202	846	1	0
5558	MESH:D017202	847	1	1
5559	MESH:D017202	859	1	1
5560	MESH:D017202	894	1	0
5561	MESH:D017202	909	1	1
5562	MESH:D017202	912	1	1
5563	MESH:D017202	947	1	1
5564	MESH:D017202	948	1	1
5565	MESH:D017202	952	1	0
5566	MESH:D017202	959	1	1
5567	MESH:D017202	966	1	0
5568	MESH:D017202	1000	1	1
5569	MESH:D017202	1012	1	0
5570	MESH:D017202	1052	1	1
5571	MESH:D017202	1071	1	1
5572	MESH:D017202	1075	1	0
5573	MESH:D017202	1080	1	0
5574	MESH:D017202	1152	1	1
5575	MESH:D017202	1153	1	1
5576	MESH:D017202	1158	1	1
5577	MESH:D017202	1159	1	0
5578	MESH:D017202	1160	1	0
5579	MESH:D017202	1232	1	0
5580	MESH:D017202	1326	1	1
5581	MESH:D017202	1329	1	0
5582	MESH:D017202	1375	1	1
5583	MESH:D017202	1385	1	1
5584	MESH:D017202	1390	1	0
5585	MESH:D017202	1398	1	1
5586	MESH:D017202	1401	1	1
5587	MESH:D017202	1410	1	0
5588	MESH:D017202	1432	1	1
5589	MESH:D017202	1437	1	0
5590	MESH:D017202	1462	1	0
5591	MESH:D017202	1471	1	1
5592	MESH:D017202	1482	1	0
5593	MESH:D017202	1490	1	1
5594	MESH:D017202	1508	1	0
5595	MESH:D017202	1524	1	1
5596	MESH:D017202	1535	1	0
5597	MESH:D017202	1536	1	0
5598	MESH:D017202	1557	1	1
5599	MESH:D017202	1585	1	1
5600	MESH:D017202	1601	1	1
5601	MESH:D017202	1634	1	1
5602	MESH:D017202	1636	1	0
5603	MESH:D017202	1737	1	0
5604	MESH:D017202	1843	1	0
5605	MESH:D017202	1848	1	1
5606	MESH:D017202	1855	1	0
5607	MESH:D017202	1906	1	0
5608	MESH:D017202	1907	1	0
5609	MESH:D017202	1909	1	0
5610	MESH:D017202	1910	1	0
5611	MESH:D017202	1959	1	0
5612	MESH:D017202	2006	1	1
5613	MESH:D017202	2029	1	0
5614	MESH:D017202	2034	1	0
5615	MESH:D017202	2056	1	1
5616	MESH:D017202	2099	1	1
5617	MESH:D017202	2100	1	0
5618	MESH:D017202	2117	1	0
5619	MESH:D017202	2147	1	1
5620	MESH:D017202	2149	1	0
5621	MESH:D017202	2150	1	1
5622	MESH:D017202	2152	1	1
5623	MESH:D017202	2153	1	0
5624	MESH:D017202	2155	1	0
5625	MESH:D017202	2162	1	1
5626	MESH:D017202	2170	1	1
5627	MESH:D017202	2171	1	0
5628	MESH:D017202	2244	1	0
5629	MESH:D017202	2246	1	1
5630	MESH:D017202	2247	1	0
5631	MESH:D017202	2335	1	1
5632	MESH:D017202	2535	1	1
5633	MESH:D017202	2626	1	0
5634	MESH:D017202	2628	1	0
5635	MESH:D017202	2634	1	1
5636	MESH:D017202	2643	1	0
5637	MESH:D017202	2678	1	1
5638	MESH:D017202	2690	1	1
5639	MESH:D017202	2697	1	1
5640	MESH:D017202	2710	1	1
5641	MESH:D017202	2729	1	1
5642	MESH:D017202	2730	1	0
5643	MESH:D017202	2768	1	0
5644	MESH:D017202	2805	1	0
5645	MESH:D017202	2806	1	1
5646	MESH:D017202	2811	1	1
5647	MESH:D017202	2837	1	0
5648	MESH:D017202	2876	1	0
5649	MESH:D017202	2877	1	1
5650	MESH:D017202	2878	1	1
5651	MESH:D017202	2879	1	1
5652	MESH:D017202	2920	1	1
5653	MESH:D017202	2932	1	1
5654	MESH:D017202	2938	1	1
5655	MESH:D017202	2944	1	0
5656	MESH:D017202	2946	1	0
5657	MESH:D017202	2950	1	0
5658	MESH:D017202	2952	1	1
5659	MESH:D017202	2982	1	0
5660	MESH:D017202	2992	1	0
5661	MESH:D017202	3030	1	0
5662	MESH:D017202	3033	1	1
5663	MESH:D017202	3039	1	0
5664	MESH:D017202	3082	1	1
5665	MESH:D017202	3091	1	1
5666	MESH:D017202	3097	1	0
5667	MESH:D017202	3098	1	0
5668	MESH:D017202	3099	1	0
5669	MESH:D017202	3133	1	1
5670	MESH:D017202	3146	1	1
5671	MESH:D017202	3156	1	1
5672	MESH:D017202	3158	1	1
5673	MESH:D017202	3162	1	0
5674	MESH:D017202	3164	1	1
5675	MESH:D017202	3240	1	1
5676	MESH:D017202	3274	1	1
5677	MESH:D017202	3291	1	0
5678	MESH:D017202	3303	1	1
5679	MESH:D017202	3306	1	1
5680	MESH:D017202	3313	1	1
5681	MESH:D017202	3329	1	1
5682	MESH:D017202	3356	1	1
5683	MESH:D017202	3363	1	1
5684	MESH:D017202	3371	1	1
5685	MESH:D017202	3383	1	0
5686	MESH:D017202	3397	1	1
5687	MESH:D017202	3399	1	1
5688	MESH:D017202	3440	1	0
5689	MESH:D017202	3459	1	0
5690	MESH:D017202	3479	1	0
5691	MESH:D017202	3486	1	1
5692	MESH:D017202	3552	1	0
5693	MESH:D017202	3553	1	1
5694	MESH:D017202	3557	1	1
5695	MESH:D017202	3566	1	0
5696	MESH:D017202	3569	1	0
5697	MESH:D017202	3570	1	0
5698	MESH:D017202	3572	1	1
5699	MESH:D017202	3576	1	1
5700	MESH:D017202	3586	1	1
5701	MESH:D017202	3600	1	1
5702	MESH:D017202	3605	1	1
5703	MESH:D017202	3606	1	1
5704	MESH:D017202	3627	1	1
5705	MESH:D017202	3659	1	0
5706	MESH:D017202	3674	1	1
5707	MESH:D017202	3675	1	1
5708	MESH:D017202	3685	1	0
5709	MESH:D017202	3690	1	1
5710	MESH:D017202	3717	1	1
5711	MESH:D017202	3726	1	0
5712	MESH:D017202	3759	1	1
5713	MESH:D017202	3764	1	0
5714	MESH:D017202	3791	1	1
5715	MESH:D017202	3815	1	1
5716	MESH:D017202	3816	1	1
5717	MESH:D017202	3827	1	1
5718	MESH:D017202	3931	1	1
5719	MESH:D017202	3939	1	0
5720	MESH:D017202	3949	1	1
5721	MESH:D017202	3952	1	0
5722	MESH:D017202	3957	1	1
5723	MESH:D017202	3988	1	0
5724	MESH:D017202	3990	1	0
5725	MESH:D017202	4015	1	1
5726	MESH:D017202	4018	1	1
5727	MESH:D017202	4023	1	1
5728	MESH:D017202	4049	1	1
5729	MESH:D017202	4151	1	1
5730	MESH:D017202	4191	1	0
5731	MESH:D017202	4192	1	0
5732	MESH:D017202	4205	1	1
5733	MESH:D017202	4208	1	1
5734	MESH:D017202	4223	1	0
5735	MESH:D017202	4254	1	1
5736	MESH:D017202	4282	1	0
5737	MESH:D017202	4306	1	1
5738	MESH:D017202	4312	1	0
5739	MESH:D017202	4313	1	1
5740	MESH:D017202	4314	1	0
5741	MESH:D017202	4316	1	1
5742	MESH:D017202	4318	1	0
5743	MESH:D017202	4322	1	1
5744	MESH:D017202	4323	1	1
5745	MESH:D017202	4329	1	0
5746	MESH:D017202	4353	1	0
5747	MESH:D017202	4478	1	1
5748	MESH:D017202	4524	1	1
5749	MESH:D017202	4599	1	1
5750	MESH:D017202	4625	1	0
5751	MESH:D017202	4633	1	0
5752	MESH:D017202	4691	1	0
5753	MESH:D017202	4734	1	0
5754	MESH:D017202	4792	1	1
5755	MESH:D017202	4843	1	0
5756	MESH:D017202	4846	1	0
5757	MESH:D017202	4878	1	1
5758	MESH:D017202	4879	1	1
5759	MESH:D017202	4880	1	0
5760	MESH:D017202	4889	1	0
5761	MESH:D017202	4904	1	1
5762	MESH:D017202	4973	1	1
5763	MESH:D017202	4985	1	0
5764	MESH:D017202	5034	1	0
5765	MESH:D017202	5037	1	0
5766	MESH:D017202	5054	1	1
5767	MESH:D017202	5069	1	0
5768	MESH:D017202	5139	1	0
5769	MESH:D017202	5142	1	0
5770	MESH:D017202	5160	1	0
5771	MESH:D017202	5166	1	1
5772	MESH:D017202	5196	1	0
5773	MESH:D017202	5209	1	1
5774	MESH:D017202	5213	1	0
5775	MESH:D017202	5228	1	1
5776	MESH:D017202	5236	1	0
5777	MESH:D017202	5286	1	1
5778	MESH:D017202	5290	1	0
5779	MESH:D017202	5319	1	1
5780	MESH:D017202	5320	1	1
5781	MESH:D017202	5327	1	0
5782	MESH:D017202	5328	1	1
5783	MESH:D017202	5329	1	0
5784	MESH:D017202	5331	1	1
5785	MESH:D017202	5333	1	0
5786	MESH:D017202	5340	1	0
5787	MESH:D017202	5342	1	1
5788	MESH:D017202	5345	1	0
5789	MESH:D017202	5346	1	1
5790	MESH:D017202	5348	1	0
5791	MESH:D017202	5350	1	0
5792	MESH:D017202	5443	1	1
5793	MESH:D017202	5444	1	0
5794	MESH:D017202	5445	1	0
5795	MESH:D017202	5468	1	1
5796	MESH:D017202	5471	1	1
5797	MESH:D017202	5473	1	1
5798	MESH:D017202	5495	1	1
5799	MESH:D017202	5515	1	1
5800	MESH:D017202	5534	1	0
5801	MESH:D017202	5580	1	0
5802	MESH:D017202	5581	1	0
5803	MESH:D017202	5594	1	1
5804	MESH:D017202	5606	1	0
5805	MESH:D017202	5687	1	1
5806	MESH:D017202	5693	1	0
5807	MESH:D017202	5743	1	0
5808	MESH:D017202	5786	1	0
5809	MESH:D017202	5834	1	1
5810	MESH:D017202	5837	1	0
5811	MESH:D017202	5868	1	1
5812	MESH:D017202	5972	1	1
5813	MESH:D017202	6139	1	1
5814	MESH:D017202	6198	1	0
5815	MESH:D017202	6252	1	0
5816	MESH:D017202	6258	1	0
5817	MESH:D017202	6262	1	1
5818	MESH:D017202	6272	1	1
5819	MESH:D017202	6285	1	1
5820	MESH:D017202	6347	1	1
5821	MESH:D017202	6348	1	1
5822	MESH:D017202	6351	1	1
5823	MESH:D017202	6352	1	0
5824	MESH:D017202	6376	1	1
5825	MESH:D017202	6382	1	1
5826	MESH:D017202	6387	1	1
5827	MESH:D017202	6401	1	0
5828	MESH:D017202	6402	1	0
5829	MESH:D017202	6403	1	1
5830	MESH:D017202	6404	1	0
5831	MESH:D017202	6423	1	1
5832	MESH:D017202	6424	1	1
5833	MESH:D017202	6533	1	1
5834	MESH:D017202	6546	1	1
5835	MESH:D017202	6548	1	0
5836	MESH:D017202	6581	1	1
5837	MESH:D017202	6647	1	1
5838	MESH:D017202	6648	1	1
5839	MESH:D017202	6649	1	1
5840	MESH:D017202	6678	1	1
5841	MESH:D017202	6776	1	1
5842	MESH:D017202	6783	1	0
5843	MESH:D017202	6817	1	1
5844	MESH:D017202	6890	1	0
5845	MESH:D017202	6910	1	0
5846	MESH:D017202	6926	1	1
5847	MESH:D017202	6935	1	1
5848	MESH:D017202	6943	1	1
5849	MESH:D017202	7010	1	1
5850	MESH:D017202	7037	1	1
5851	MESH:D017202	7040	1	1
5852	MESH:D017202	7042	1	0
5853	MESH:D017202	7044	1	1
5854	MESH:D017202	7048	1	1
5855	MESH:D017202	7056	1	1
5856	MESH:D017202	7057	1	1
5857	MESH:D017202	7076	1	0
5858	MESH:D017202	7091	1	0
5859	MESH:D017202	7112	1	1
5860	MESH:D017202	7124	1	1
5861	MESH:D017202	7132	1	1
5862	MESH:D017202	7133	1	1
5863	MESH:D017202	7137	1	0
5864	MESH:D017202	7139	1	1
5865	MESH:D017202	7184	1	1
5866	MESH:D017202	7273	1	0
5867	MESH:D017202	7292	1	1
5868	MESH:D017202	7296	1	0
5869	MESH:D017202	7357	1	0
5870	MESH:D017202	7386	1	0
5871	MESH:D017202	7391	1	0
5872	MESH:D017202	7408	1	0
5873	MESH:D017202	7412	1	1
5874	MESH:D017202	7422	1	1
5875	MESH:D017202	7450	1	0
